country,hazard,rp,0
Antigua and Barbuda,earthquake,2000.0,1579.5467616892734
Antigua and Barbuda,earthquake,4000.0,1850.1506852805262
Antigua and Barbuda,earthquake,5000.0,2337.6027115191787
Antigua and Barbuda,earthquake,30000.0,2595.305702923674
Antigua and Barbuda,surge,0.5,0.0
Antigua and Barbuda,surge,1.0,0.05387992771974021
Antigua and Barbuda,surge,1.5,0.39442822363577856
Antigua and Barbuda,surge,2.0,2.1210553620323913
Antigua and Barbuda,surge,3.0,10.737883560319364
Antigua and Barbuda,surge,5.0,48.83192394520479
Antigua and Barbuda,surge,10.0,189.20021416181933
Antigua and Barbuda,surge,20.0,755.524407186907
Antigua and Barbuda,surge,50.0,1190.667862959312
Antigua and Barbuda,surge,100.0,1593.3601467217777
Antigua and Barbuda,tsunami,250.0,0.006577263836000665
Antigua and Barbuda,tsunami,500.0,7.020701769725937
Antigua and Barbuda,tsunami,1000.0,21.57097848232032
Antigua and Barbuda,tsunami,1500.0,33.074729657223756
Antigua and Barbuda,tsunami,2000.0,42.23664367259789
Antigua and Barbuda,tsunami,4000.0,70.19228098298382
Antigua and Barbuda,tsunami,5000.0,77.70775443863175
Antigua and Barbuda,tsunami,30000.0,537.5675776525205
Antigua and Barbuda,wind,0.5,0.0
Antigua and Barbuda,wind,1.0,0.0
Antigua and Barbuda,wind,1.5,0.0
Antigua and Barbuda,wind,2.0,0.08732661925357155
Antigua and Barbuda,wind,3.0,3.8366709951789675
Antigua and Barbuda,wind,5.0,44.72907216645362
Antigua and Barbuda,wind,10.0,441.5846851199203
Antigua and Barbuda,wind,20.0,1291.1306495523822
Antigua and Barbuda,wind,50.0,4923.216430239666
Antigua and Barbuda,wind,100.0,5652.671290079001
Argentina,earthquake,0.1,11.770126891402903
Argentina,earthquake,0.5,89.10356400858079
Argentina,earthquake,1.0,202.8655536728815
Argentina,earthquake,1.5,320.14510324912106
Argentina,earthquake,2.0,453.8359907911851
Argentina,earthquake,3.0,735.1502739135597
Argentina,earthquake,5.0,1212.1047186863482
Argentina,earthquake,10.0,2277.909313449514
Argentina,earthquake,20.0,4180.075837319658
Argentina,earthquake,50.0,8485.756656840787
Argentina,earthquake,100.0,12869.10746713832
Argentina,earthquake,250.0,20661.71129075934
Argentina,earthquake,500.0,25014.718328473544
Argentina,earthquake,1000.0,30785.75107242152
Argentina,earthquake,1500.0,34907.54146023158
Argentina,earthquake,2000.0,36514.44843706919
Argentina,earthquake,4000.0,43568.682437828065
Argentina,earthquake,5000.0,46372.35553555253
Argentina,earthquake,30000.0,59576.29409753994
Argentina,flood,1.5,17.44793661488015
Argentina,flood,2.0,104.53261422039947
Argentina,flood,3.0,365.82935953607256
Argentina,flood,5.0,1088.389349952725
Argentina,flood,10.0,2285.792986882292
Argentina,flood,20.0,4243.9388480991865
Argentina,flood,50.0,7480.3606596991585
Argentina,flood,100.0,10956.6596661155
Argentina,flood,250.0,16565.864526615213
Argentina,flood,500.0,21536.994883091036
Argentina,flood,1000.0,28228.645415752002
Argentina,flood,1500.0,32457.545796826947
Argentina,flood,2000.0,34671.35443463807
Argentina,flood,4000.0,38324.32603177729
Argentina,flood,5000.0,39077.633779528674
Argentina,flood,30000.0,45516.22085247913
Argentina,tsunami,20.0,0.0
Argentina,tsunami,50.0,0.0
Argentina,tsunami,100.0,0.0
Argentina,tsunami,250.0,0.0
Argentina,tsunami,500.0,0.0507543024382619
Argentina,tsunami,1000.0,6.325020122523981
Argentina,tsunami,1500.0,8.728948376625505
Argentina,tsunami,2000.0,11.097783740955537
Argentina,tsunami,4000.0,18.2573648827005
Argentina,tsunami,5000.0,21.95266607999198
Argentina,tsunami,30000.0,704.8363741473547
Armenia,earthquake,0.5,3.966056674646036
Armenia,earthquake,1.0,8.90538991101429
Armenia,earthquake,1.5,13.277778639880896
Armenia,earthquake,2.0,17.150530542015744
Armenia,earthquake,3.0,25.330562221417335
Armenia,earthquake,5.0,40.31581969801957
Armenia,earthquake,10.0,83.39325493816234
Armenia,earthquake,20.0,167.60000709666915
Armenia,earthquake,50.0,381.32591258293144
Armenia,earthquake,100.0,774.7518322726595
Armenia,earthquake,250.0,1277.7558605403647
Armenia,earthquake,500.0,1950.0625692933904
Armenia,earthquake,1000.0,2659.3594873446577
Armenia,earthquake,1500.0,3321.634017569332
Armenia,earthquake,2000.0,3788.7157619271097
Armenia,earthquake,4000.0,4422.817669807008
Armenia,earthquake,5000.0,4666.3789757296445
Armenia,earthquake,30000.0,8118.07579185061
Armenia,flood,3.0,0.035369552405875
Armenia,flood,5.0,5.267502983629691
Armenia,flood,10.0,43.60861716793179
Armenia,flood,20.0,154.44172299896346
Armenia,flood,50.0,422.047213883236
Armenia,flood,100.0,534.6674942247471
Armenia,flood,250.0,677.9666079696963
Armenia,flood,500.0,742.8363399608908
Armenia,flood,1000.0,775.5580210246759
Armenia,flood,1500.0,797.3613500658943
Armenia,flood,2000.0,806.1719691094052
Armenia,flood,4000.0,834.8430766829639
Armenia,flood,5000.0,835.9607909664469
Armenia,flood,30000.0,935.7406411162976
Aruba,earthquake,1.0,0.34614587184369816
Aruba,earthquake,1.5,0.6304531118977564
Aruba,earthquake,2.0,0.9306914969819068
Aruba,earthquake,3.0,1.547882876252711
Aruba,earthquake,5.0,2.9509658397119596
Aruba,earthquake,10.0,9.524765132666468
Aruba,earthquake,20.0,32.45246764896736
Aruba,earthquake,50.0,188.54892959253706
Aruba,earthquake,100.0,499.1913922828364
Aruba,earthquake,250.0,1460.2835011060145
Aruba,earthquake,500.0,1822.4736278152648
Aruba,earthquake,1000.0,3079.3703404160474
Aruba,earthquake,1500.0,3082.9923398728442
Aruba,earthquake,2000.0,3512.4502223852546
Aruba,earthquake,4000.0,6118.98108060052
Aruba,earthquake,5000.0,6708.9952024610075
Aruba,earthquake,30000.0,10277.121373287839
Aruba,surge,0.5,0.0
Aruba,surge,1.0,0.0
Aruba,surge,1.5,0.0
Aruba,surge,2.0,0.0
Aruba,surge,3.0,0.18847019570885892
Aruba,surge,5.0,3.155043892776818
Aruba,surge,10.0,21.781509932935855
Aruba,surge,20.0,189.56026680269335
Aruba,surge,50.0,906.9358433935006
Aruba,surge,100.0,986.2870957604993
Aruba,tsunami,100.0,0.0
Aruba,tsunami,250.0,0.0
Aruba,tsunami,500.0,0.004302732820995557
Aruba,tsunami,1000.0,1.82770343841617
Aruba,tsunami,1500.0,20.701099074083793
Aruba,tsunami,2000.0,29.734944738444323
Aruba,tsunami,4000.0,35.42266725110485
Aruba,tsunami,5000.0,36.71843636452663
Aruba,wind,0.5,0.0
Aruba,wind,1.0,0.0
Aruba,wind,1.5,0.0
Aruba,wind,2.0,0.0
Aruba,wind,3.0,0.0
Aruba,wind,5.0,0.0
Aruba,wind,10.0,2.3758001552204
Aruba,wind,20.0,117.70922538743986
Aruba,wind,50.0,257.43235481804794
Aruba,wind,100.0,707.5394881147805
Australia,flood,1.5,37.1004566076951
Australia,flood,2.0,184.70856224951046
Australia,flood,3.0,1233.0208480946476
Australia,flood,5.0,4563.400350010583
Australia,flood,10.0,11365.5615104681
Australia,flood,20.0,23496.93611488106
Australia,flood,50.0,44567.75568980347
Australia,flood,100.0,70102.44178877275
Australia,flood,250.0,115371.565322078
Australia,flood,500.0,143485.9093873537
Australia,flood,1000.0,155737.41842518223
Australia,flood,1500.0,174974.03980600546
Australia,flood,2000.0,228398.68402480654
Australia,flood,4000.0,258130.71319988463
Australia,flood,5000.0,265290.94015347626
Australia,flood,30000.0,296538.5448250936
Australia,surge,0.5,52.467098810259415
Australia,surge,1.0,179.82663014928426
Australia,surge,1.5,399.9130650880273
Australia,surge,2.0,672.8254829657507
Australia,surge,3.0,1351.0998497118865
Australia,surge,5.0,1994.8295925826314
Australia,surge,10.0,3670.5530074762214
Australia,surge,20.0,4437.428603582202
Australia,tsunami,3.0,0.0
Australia,tsunami,5.0,0.0
Australia,tsunami,10.0,0.0
Australia,tsunami,20.0,11.025514857448329
Australia,tsunami,50.0,366.28634181892664
Australia,tsunami,100.0,1360.1154497190155
Australia,tsunami,250.0,4134.133991080243
Australia,tsunami,500.0,8275.191246996415
Australia,tsunami,1000.0,11677.858699251809
Australia,tsunami,1500.0,16366.020992093805
Australia,tsunami,2000.0,18252.50469073526
Australia,tsunami,4000.0,30223.69403974335
Australia,tsunami,5000.0,31270.34791511352
Australia,tsunami,30000.0,135778.08972427086
Australia,wind,0.1,0.0
Australia,wind,0.5,0.12018916066158848
Australia,wind,1.0,9.438269292997543
Australia,wind,1.5,21.835975454566903
Australia,wind,2.0,64.64155167774219
Australia,wind,3.0,137.09171096268793
Australia,wind,5.0,285.61771292639685
Australia,wind,10.0,439.2795801261978
Australia,wind,20.0,854.9415481032635
Austria,earthquake,0.5,30.55555060988145
Austria,earthquake,1.0,85.36304367783855
Austria,earthquake,1.5,137.67050883771907
Austria,earthquake,2.0,187.38810488869183
Austria,earthquake,3.0,266.43033027009926
Austria,earthquake,5.0,437.879380954545
Austria,earthquake,10.0,876.0987595808433
Austria,earthquake,20.0,1873.6778104380614
Austria,earthquake,50.0,4577.370030255124
Austria,earthquake,100.0,9107.674362594336
Austria,earthquake,250.0,17067.01129321838
Austria,earthquake,500.0,27990.92145568225
Austria,earthquake,1000.0,42293.464555329185
Austria,earthquake,1500.0,48656.77453099571
Austria,earthquake,2000.0,56650.95644668783
Austria,earthquake,4000.0,122401.05001482094
Austria,earthquake,5000.0,135273.6944032125
Austria,flood,1.5,0.05477657415423586
Austria,flood,2.0,0.223193248326872
Austria,flood,3.0,2.1165342827100555
Austria,flood,5.0,38.30549116935552
Austria,flood,10.0,203.43477725707015
Austria,flood,20.0,1114.0953912822501
Austria,flood,50.0,6560.05574944109
Austria,flood,100.0,16664.049043896026
Austria,flood,250.0,67022.35009720256
Austria,flood,500.0,89787.77087805385
Austria,flood,1000.0,120152.0382448797
Austria,flood,1500.0,164491.73613742794
Austria,flood,2000.0,185887.77318214075
Austria,flood,4000.0,217481.21868245455
Austria,flood,5000.0,223502.52333915207
Austria,flood,30000.0,241978.5164471511
Azerbaijan,earthquake,0.5,26.92600978553311
Azerbaijan,earthquake,1.0,68.40777656122845
Azerbaijan,earthquake,1.5,108.04469330658134
Azerbaijan,earthquake,2.0,136.83402803904994
Azerbaijan,earthquake,3.0,173.61465321028723
Azerbaijan,earthquake,5.0,309.72100678091
Azerbaijan,earthquake,10.0,519.8546211749982
Azerbaijan,earthquake,20.0,1075.3601597764643
Azerbaijan,earthquake,50.0,2116.2497400791476
Azerbaijan,earthquake,100.0,3761.53406656795
Azerbaijan,earthquake,250.0,6107.945498561512
Azerbaijan,earthquake,500.0,8730.091808613652
Azerbaijan,earthquake,1000.0,12352.204012954267
Azerbaijan,earthquake,1500.0,13214.005625090344
Azerbaijan,earthquake,2000.0,14174.33574845538
Azerbaijan,earthquake,4000.0,16497.240477394196
Azerbaijan,earthquake,5000.0,17135.24310625366
Azerbaijan,earthquake,30000.0,26356.640458087422
Azerbaijan,flood,2.0,0.0
Azerbaijan,flood,3.0,0.23970191913606506
Azerbaijan,flood,5.0,5.720739866548132
Azerbaijan,flood,10.0,77.23878823571773
Azerbaijan,flood,20.0,221.2011437311323
Azerbaijan,flood,50.0,534.6625689858379
Azerbaijan,flood,100.0,901.8629942977612
Azerbaijan,flood,250.0,1110.6931036312774
Azerbaijan,flood,500.0,1570.5139839379149
Azerbaijan,flood,1000.0,2241.4870520515287
Azerbaijan,flood,1500.0,2728.21460640328
Azerbaijan,flood,2000.0,3036.3199624890312
Azerbaijan,flood,4000.0,3653.024418951145
Azerbaijan,flood,5000.0,3823.923961110034
Azerbaijan,flood,30000.0,4710.585531382046
"Bahamas, The",surge,0.5,0.0
"Bahamas, The",surge,1.0,2.02331630273051
"Bahamas, The",surge,1.5,20.41697563487051
"Bahamas, The",surge,2.0,89.70094083670602
"Bahamas, The",surge,3.0,347.29441353013374
"Bahamas, The",surge,5.0,1663.1466371719669
"Bahamas, The",surge,10.0,7812.197352861113
"Bahamas, The",surge,20.0,12711.795715959677
"Bahamas, The",surge,50.0,16630.294641881133
"Bahamas, The",surge,100.0,17374.443523316644
"Bahamas, The",tsunami,100.0,0.0
"Bahamas, The",tsunami,250.0,0.0
"Bahamas, The",tsunami,500.0,0.0
"Bahamas, The",tsunami,1000.0,0.0440847273878148
"Bahamas, The",tsunami,1500.0,0.5326914376855295
"Bahamas, The",tsunami,2000.0,0.6070537755780562
"Bahamas, The",tsunami,4000.0,8.455798241824409
"Bahamas, The",tsunami,5000.0,10.964208660620349
"Bahamas, The",tsunami,30000.0,170.35055037458525
"Bahamas, The",wind,0.5,0.0
"Bahamas, The",wind,1.0,0.0002815383632361921
"Bahamas, The",wind,1.5,0.3779640233461615
"Bahamas, The",wind,2.0,4.721800320381798
"Bahamas, The",wind,3.0,56.58509377812332
"Bahamas, The",wind,5.0,418.8608389172891
"Bahamas, The",wind,10.0,2476.0905938002657
"Bahamas, The",wind,20.0,7903.698362236793
"Bahamas, The",wind,50.0,18384.066280721618
"Bahamas, The",wind,100.0,25128.32772652657
Bahrain,earthquake,0.5,5.106615087096692
Bahrain,earthquake,1.0,9.272277816973418
Bahrain,earthquake,1.5,12.211886554672027
Bahrain,earthquake,2.0,14.850286817951094
Bahrain,earthquake,3.0,19.35731801623959
Bahrain,earthquake,5.0,26.37932679364913
Bahrain,earthquake,10.0,40.4052184265976
Bahrain,earthquake,20.0,60.059721961667215
Bahrain,earthquake,50.0,98.49993304922023
Bahrain,earthquake,100.0,163.42855796160958
Bahrain,earthquake,250.0,304.3068918204073
Bahrain,earthquake,500.0,467.75580871967736
Bahrain,earthquake,1000.0,647.2600388471468
Bahrain,earthquake,1500.0,765.5964322301999
Bahrain,earthquake,2000.0,861.5597142386866
Bahrain,earthquake,4000.0,1112.396578993533
Bahrain,earthquake,5000.0,1152.935261650334
Bahrain,earthquake,30000.0,1933.9609527998732
Bangladesh,earthquake,0.5,0.9534198620958022
Bangladesh,earthquake,1.0,1.3801498651199064
Bangladesh,earthquake,1.5,1.5482609194900052
Bangladesh,earthquake,2.0,2.1284579164814312
Bangladesh,earthquake,3.0,5.928627745902437
Bangladesh,earthquake,5.0,29.43608731358703
Bangladesh,earthquake,10.0,223.31626190293554
Bangladesh,earthquake,20.0,631.3402309559415
Bangladesh,earthquake,50.0,1927.277768676033
Bangladesh,earthquake,100.0,3785.1685089983603
Bangladesh,earthquake,250.0,7610.750666514708
Bangladesh,earthquake,500.0,11455.93752147335
Bangladesh,earthquake,1000.0,16651.16420270098
Bangladesh,earthquake,1500.0,19829.541659601746
Bangladesh,earthquake,2000.0,21539.557528758083
Bangladesh,earthquake,4000.0,27759.504127862925
Bangladesh,earthquake,5000.0,29544.741717374745
Bangladesh,earthquake,30000.0,41294.32937936033
Bangladesh,flood,1.5,11.520319423272111
Bangladesh,flood,2.0,169.53604939358257
Bangladesh,flood,3.0,1061.0508962261606
Bangladesh,flood,5.0,3237.31177320816
Bangladesh,flood,10.0,10191.22397884416
Bangladesh,flood,20.0,18745.6881457631
Bangladesh,flood,50.0,28720.962132150435
Bangladesh,flood,100.0,39381.50942041243
Bangladesh,flood,250.0,48734.425527728876
Bangladesh,flood,500.0,68852.25559927104
Bangladesh,flood,1000.0,76656.52426076717
Bangladesh,flood,1500.0,84587.33675779641
Bangladesh,flood,2000.0,88563.01714267794
Bangladesh,flood,4000.0,94956.183313335
Bangladesh,flood,5000.0,96422.64966984688
Bangladesh,flood,30000.0,102622.6937480722
Bangladesh,surge,1.0,0.0
Bangladesh,surge,1.5,0.0
Bangladesh,surge,2.0,0.003845146671731475
Bangladesh,surge,3.0,3.483210568816267
Bangladesh,surge,5.0,40.14386585920026
Bangladesh,surge,10.0,154.94493998401597
Bangladesh,surge,20.0,222.499870860339
Bangladesh,tsunami,250.0,0.0
Bangladesh,tsunami,500.0,15.071758338960903
Bangladesh,tsunami,1000.0,313.23894248711457
Bangladesh,tsunami,1500.0,779.48463887496
Bangladesh,tsunami,2000.0,1423.752308124855
Bangladesh,tsunami,4000.0,7696.948306461401
Bangladesh,tsunami,5000.0,13458.309143554461
Bangladesh,tsunami,30000.0,68104.12645121703
Bangladesh,wind,1.0,0.0
Bangladesh,wind,1.5,0.0
Bangladesh,wind,2.0,0.0
Bangladesh,wind,3.0,0.46181093902524967
Bangladesh,wind,5.0,47.55717650390688
Bangladesh,wind,10.0,383.66345205608616
Bangladesh,wind,20.0,8837.032681892986
Barbados,earthquake,0.5,0.32100058879775717
Barbados,earthquake,1.0,0.9121283659286525
Barbados,earthquake,1.5,1.4933908133924672
Barbados,earthquake,2.0,2.0915317615524045
Barbados,earthquake,3.0,3.2658717215119832
Barbados,earthquake,5.0,8.216783533735486
Barbados,earthquake,10.0,32.553268059751
Barbados,earthquake,20.0,120.28022352520203
Barbados,earthquake,50.0,407.53508129139965
Barbados,earthquake,100.0,675.2548387448873
Barbados,earthquake,250.0,973.6259523646174
Barbados,earthquake,500.0,1441.5152129598766
Barbados,earthquake,1000.0,2096.787805646085
Barbados,earthquake,1500.0,2768.2060981589498
Barbados,earthquake,2000.0,3698.8235551193934
Barbados,earthquake,4000.0,5161.182836083357
Barbados,earthquake,5000.0,5453.368430907786
Barbados,earthquake,30000.0,10138.052735633502
Barbados,surge,0.5,0.0
Barbados,surge,1.0,0.0
Barbados,surge,1.5,0.031754120266792404
Barbados,surge,2.0,0.10170110602010288
Barbados,surge,3.0,1.2247484959895587
Barbados,surge,5.0,4.632892982103633
Barbados,surge,10.0,48.0896712690631
Barbados,surge,20.0,211.20526384944992
