country,gdp_pc_pp,gdp_pc_pp_A,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Albania,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.118347494599629,115.13886248727134,331150997.53850365,1.895406564586825e-06,5.451380715814732,0.0,0.086087198,56795.852,115.13886248727138,128.76525839369117,128.76525839369117,115.13886248727134,1.895406564586825e-06,0.004684841967579156,1.0,0.0,53.025497563416984,0.0,306540.6750967944,3.390569588824206,0.0,0.19179090180000002,2.105999999999999,2.105999999999999,156.13960669450918,449073278.95368457,0.01374568751028765,0.7374097125308073,0.010136203475499525
Algeria,13921.18002,13974.66622,40606052,0.094,0.71304,3843.752322,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.2889104503291931,1.0,0.14544458210878927,1.216243465076183,57.81974373705297,2347831520.813447,9.229099689806525e-07,37.47573019174677,30.323205730159295,0.15218446000000002,69605.90009999998,57.81974373705295,70.32288547257022,70.32288547257022,57.81974373705297,9.229099689806525e-07,0.008855015927648233,0.9999999999999998,30.323205730159295,77.03533419021299,30.3232057301593,240925.5186881921,3.387029213793623,2.4000000000000004,0.15626269645967916,0.9503924000000001,0.8591547296000002,103.14969580339454,4188501911.5768204,0.007409551177070013,0.5605420673974512,0.0041533651352820425
Angola,5984.6404219999995,6024.726138,28813463,0.054000000000000006,0.44819,3110.808183,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.15,0.43239739052511456,1.0,0.12735853573367692,1.351790414097182,8.684839173083096,250240292.17458028,5.616638638301224e-07,16.183480958906273,0.0,0.18571632000000005,29923.20211,8.684839173083095,11.740082342149421,11.740082342149421,8.684839173083096,5.616638638301224e-07,0.0015207822274710043,0.9999999999999998,0.0,1.311104804971658,0.0,69203.01270472628,3.397561979191923,0.0,0.13004843279721207,3.0999999999999988,3.0999999999999988,17.693205804587222,509802530.80185914,0.002956435902071181,0.4908572968066321,0.0014511881350727368
Antigua and Barbuda,21013.01763000001,20777.613080000006,100963,0.0103,0.23393000000000005,14353.37881,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.4166666666666667,0.4005106416086056,1.0,0.13901490701349917,1.3216681498414258,2072.1159773448508,209207045.42066818,2.332264319787548e-05,2.3547240251871013,27.857744830781044,0.15300000000000002,105065.08815000007,2072.1159773448503,2738.6496900342268,2738.6496900342268,2072.1159773448508,2.332264319787548e-05,0.1650964983948586,0.9999999999999998,27.857744830781044,100.28788139081175,27.857744830781044,262327.8316102115,3.2086288530776006,1.6,0.16390495997237436,1.1779571109442395,1.1024406459462304,4834.791586432545,488135062.940989,0.23008554371219755,0.428584343358181,0.09861106166810224
Argentina,18489.434889999997,10405.0,43847430,0.05,0.91893,12449.21685,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.4,0.2695495148851759,1.0,0.1541967379,1.1979538860660952,80.21683341862222,3517301988.1446986,7.538502244243065e-07,33.05439494592907,7.549502953609929,0.050750804000000004,92447.17444999999,80.21683341862222,96.0960673217551,96.0960673217551,80.21683341862222,7.538502244243065e-07,0.0030324152141462564,0.9999999999999998,7.549502953609929,25.73694188730658,7.549502953609929,342969.17391738243,3.3953720234242892,3.2000000000000006,0.1616266216,2.289462949999999,1.9964116923999993,128.94187579986598,5653769873.203318,0.0069738137788951104,0.6221162281145097,0.004338522723699221
Armenia,8190.239289,8174.366731999998,2924816,0.079,0.62558,3606.152057,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.3666957212217474,1.0,0.3524222720091001,1.289724411382942,57.629091043419734,168554487.54925072,1.5973653926376316e-06,4.671999858232827,1.588206187952983,0.020931459799999996,40951.19644499999,57.62909104341973,74.3256455245085,74.3256455245085,57.629091043419734,1.5973653926376316e-06,0.011016746984863712,0.9999999999999998,1.5882061879529827,9.3423893408999,1.5882061879529832,111676.23202299676,3.3812983202529328,1.6000000000000003,0.40256331958,1.2499999999999998,1.1699999999999997,80.56323631846536,235632642.59602857,0.009836493596306372,0.7153274083430902,0.00703631347142924
Australia,44260.57597000001,44414.02948000001,24127159,0.073,0.89554,49927.81951,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.9166666666666669,0.27360239086009513,1.0,0.22769110058000006,1.201782492156731,101.34305170093366,2445119921.9336476,2.0108641690817542e-07,4.851643953483836,5.315647226478091,0.65936592,221302.87985000003,101.34305170093366,121.79230523591653,121.79230523591653,101.34305170093366,2.0108641690817542e-07,0.0012700219247559535,0.9999999999999998,5.315647226478091,7.248609854288302,5.31564722647809,808848.4868656058,3.3981335085652433,3.9999999999999996,0.2823365920000001,2.8543999999999987,2.3976959999999994,127.46132473707628,3075279648.2820725,0.002879793629966995,0.7950886428489686,0.0022896912089355632
Austria,44438.72481999998,44143.70016,8747358,0.079,0.66032,44176.51522,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.8916666666666666,0.23227851820729006,1.0,0.4837075332999999,1.1627453167024924,114.37189980015121,1000451952.692051,2.0955691234713072e-07,1.833069333674973,21.027873071126926,0.64525414,222193.62409999996,114.37189980015123,132.98539085499254,132.98539085499254,114.37189980015121,2.0955691234713072e-07,0.0021940994067728434,0.9999999999999998,21.027873071126926,29.484893061374816,21.027873071126926,956582.7516675899,3.396836743359511,3.9999999999999996,0.4944901699999999,1.528,1.2835199999999998,133.58250988810326,1168494036.5297792,0.003005993318421762,0.8561891814726044,0.002573698958811646
Azerbaijan,16001.323400000005,15994.00974,9762274,0.084,0.54895,3876.936433,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.2375,0.5982212831852317,1.0,0.43154867302399996,1.5084382783151649,41.326689345628544,403442464.9049066,4.857986095727683e-07,4.742499135468388,0.0,0.0571493,80006.617,41.326689345628544,62.33876012498559,62.33876012498559,41.326689345628544,4.857986095727683e-07,0.006481208391686572,0.9999999999999998,0.0,4.346685440492808,0.0,133740.8401352831,3.3870845733818724,0.0,0.4859833592,1.2499999999999998,1.2499999999999998,66.90649654584173,653159551.6605606,0.004181310187496224,0.6176782745949506,0.0025827044621589573
Bangladesh,3319.353556000001,3319.353556,162951560,0.086,0.35035,1358.779752,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.6166666666666667,0.2897089076246591,1.0,0.14815265559800003,1.2169977389506987,83.09657141190408,13540715942.221169,7.703936624926385e-06,1255.3684911728892,8.4623741426896,0.08737927799999998,16596.767780000002,83.0965714119041,101.12833952284254,101.12833952284254,83.09657141190408,7.703936624926385e-06,0.01733380638164797,1.0,8.4623741426896,18.86833208561119,8.4623741426896,57287.737253500105,3.3746015744722,3.2000000000000006,0.13804606460000002,2.35660429026337,2.0549589411096587,100.24543451641664,16335149937.327936,0.030200288346872505,0.8289312307613951,0.025033962188722045
