country,hazard,rp,gdp_pc_pp,gdp_pc_pp_A,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dk_event,fa,error_incl,error_excl,max_aid,need,aid,unif_aid
Albania,earthquake,1.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.1900639609544734,55.35390538364434,0.0022585582045691805,0.0011318354184551643,0.5,99.392741,25.563545878817308,0.0,0.0
Albania,earthquake,20.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.1900639609544734,178.6770347571252,0.007290406702505895,0.0036719735316998767,0.5,99.392741,82.51664528180554,0.0,0.0
Albania,earthquake,50.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.1900639609544734,378.5900797605773,0.015447288224480056,0.007844825391127495,0.5,99.392741,174.84050684677175,0.0,0.0
Albania,earthquake,100.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.1900639609544734,653.4071728364572,0.026660415753974643,0.013695331097946925,0.5,99.392741,301.7565630570398,0.0,0.0
Albania,earthquake,250.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.1900639609544734,1295.000726251766,0.05283881046743971,0.027893251460987617,0.5,99.392741,598.0573592630445,0.0,0.0
Albania,earthquake,500.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.1900639609544734,2071.944152579346,0.08453977064100565,0.046173371562083274,0.5,99.392741,956.8654467234669,0.0,0.0
Albania,earthquake,1000.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.1900639609544734,3156.0733557587123,0.12877457014943014,0.07390427651515934,0.5,99.392741,1457.5380990315768,0.0,0.0
Albania,earthquake,1500.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.1900639609544734,3951.845727785682,0.16124379174010847,0.0961207739222757,0.5,99.392741,1825.0417719958602,0.0,0.0
Albania,earthquake,2000.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.1900639609544734,2.7890164459302075e-11,1.1379786002407857e-15,5.689893001203934e-16,0.5,99.392741,1.2880238418259704e-11,0.0,0.0
Albania,flood,1.0,11359.1704,11424.62832,2876101,0.08900000000000001,0.5837600000000001,4146.89625,5,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.1852799860314327,1.0,0.183943312911,1.1900639609544734,15.134619580664925,0.0006129365521022206,0.0003066562368676166,0.5,99.392741,6.937537247776192,0.0,0.0
