country,gdp_pc_pp,gdp_pc_pp_A,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Central African Republic,647.8804448000001,647.8804448,4594621,0.033,0.40332,382.21317430000005,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.3147438330510679,1.0,0.0094500347288,1.2406473321184426,3.5423005069785907,16275528.297674479,4.31486373746897e-06,19.825163540313415,0.5083670486798639,0.031053149199999998,3239.4022240000004,3.5423005069785907,4.394745673544795,4.394745673544796,3.5423005069785907,4.31486373746897e-06,0.0027770829310915434,0.9999999999999997,0.5083670486798639,0.5083670486798639,0.508367048679864,10292.186482568508,3.3964073468933504,0.0,0.009220104719999999,3.2392822211843653,3.2392822211843653,4.841528496863792,22244988.503788814,0.007472873329829188,0.7316492114573311,0.005467521879090045
Chad,1845.9146790000002,1845.914679,14452543,0.049,0.22618,664.2956518999998,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.7532009944644721,1.0,0.035716833231,1.654842034610844,4.556841044452338,65857941.13911233,1.4475937671125631e-06,20.921411165726298,0.7797518031902172,0.052886108,9229.573395000001,4.556841044452337,7.54085210539971,7.54085210539971,4.556841044452338,1.4475937671125631e-06,0.0027226067109854743,0.9999999999999998,0.7797518031902172,0.7797518031902172,0.7797518031902172,12253.798737430308,3.3964017174031613,0.0,0.03457689180000001,3.3937396016581673,3.3937396016581673,7.811573186695094,112897097.37835787,0.004231817036596139,0.5833448571170896,0.0024686087045588403
Chile,22706.72054,22706.72054,17909754,0.048,0.89697,13792.92605,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.3473941118185529,1.0,0.166982124336,1.2714908755487702,222.41592703459568,3983414538.8715577,1.3877261586866037e-06,24.85383412144204,85.4863720037005,0.16560281999999998,113533.60269999999,222.41592703459568,282.7998218012095,282.7998218012094,222.41592703459568,1.3877261586866037e-06,0.02762203971182145,0.9999999999999998,85.48637200370052,86.60042966091154,85.4863720037005,326814.98861817096,3.3647146349731423,3.2000000000000006,0.18614685539999998,0.7738484,0.6747958047999999,323.06864880606247,5786080025.228972,0.014227886771977795,0.6884478820726166,0.00979515851453711
China,14399.447659999994,14400.88606,1378665000,0.052000000000000005,0.5677800000000001,8123.180873,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.2292163791392399,1.0,0.195861919520056,1.159852624116077,47.46679680156254,65440811412.426216,4.960375715434567e-07,683.8696385719595,6.777035287693303,0.44824216000000006,71997.2383,47.46679680156254,55.05448882867692,55.05448882867692,47.46679680156254,4.960375715434567e-07,0.0015293292243726548,1.0000000000000002,6.777035287693303,7.892233878530216,6.7770352876933035,314101.6299549191,3.3981189259391793,3.2,0.22259948206360686,2.8398231549999995,2.4763257911599994,58.32018332763026,80403995547.38737,0.004050168083157593,0.8138999929904931,0.0032964317744922835
Colombia,13124.324840000003,13124.32484,48653419,0.039,0.76708,5805.605335,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.2797792564799715,1.0,0.10501325128700002,1.2076175548331232,210.68229700817366,10250414072.221117,2.506503188291063e-06,121.949949844761,33.800484652128624,0.145318898,65621.6242,210.6822970081737,254.42364035963652,254.4236403596365,210.68229700817366,2.506503188291063e-06,0.0165757515852426,0.9999999999999998,33.800484652128624,34.13016130625133,33.800484652128624,234547.85399609368,3.378810533014611,3.2000000000000006,0.10893280159999999,1.4179199999999996,1.23642624,256.4062878998431,12475042559.425697,0.019536722157194264,0.8216736755319742,0.01605281030274877
Comoros,1411.152339,1411.152339,795601,0.045,0.28412,775.0800847,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.197958724460889,1.0,0.04162310617999998,1.1303246425491325,4.060968395377462,3230910.516330704,1.2234594476595492e-06,0.9733855600173851,0.4114543186033232,0.125104594,7055.761695000001,4.060968395377462,4.590212649908355,4.590212649908355,4.060968395377462,1.2234594476595492e-06,0.001180611356128759,1.0000000000000002,0.4114543186033232,0.4114543186033232,0.41145431860332315,35642.590212759314,3.3984172419336702,2.4000000000000004,0.04138180279999999,2.469788850858763,2.2326891211763216,4.41288433744921,3510895.191758929,0.003127149504337965,0.9202526250041788,0.002877767540147529
"Congo, Dem. Rep.",743.8943424,742.3079048999998,78736153,0.055,0.43015,444.50531680000006,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.2370560018580905,1.0,0.083440882175,1.1672584335895029,6.757813855380677,532084265.6627727,5.6567139617759064e-06,445.38789597162395,0.7806756886112489,0.05676833400000001,3719.4717119999996,6.757813855380677,7.888115215321088,7.888115215321088,6.757813855380677,5.6567139617759064e-06,0.003973531477175836,0.9999999999999998,0.7806756886112489,0.7806756886112489,0.7806756886112488,15690.265940731579,3.395349795736855,1.6000000000000003,0.079148822,3.0999999999999988,2.9016,7.809155860917537,614862890.66605,0.01049766803673104,0.8653705952011396,0.009084373237169919
"Congo, Rep.",5301.395941,5301.397271,5125821,0.042,0.65798,1528.24483,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.3727534239023239,1.0,0.15384201525799995,1.29544690511866,36.57834890008777,187494068.93739682,1.7764905896638779e-06,9.10597277080149,4.734738794433064,0.116462276,26506.979704999994,36.57834890008777,47.38530887696923,47.38530887696925,36.57834890008777,1.7764905896638779e-06,0.006888588275187134,1.0,4.734738794433064,4.7584632439398185,4.734738794433064,71111.29772464777,3.391546658164087,0.0,0.15756214879999997,1.8343680960785826,1.8343680960785826,46.65754400138465,239158218.85072148,0.008800992138795741,0.7839750180378598,0.006899757970763453
Costa Rica,15401.492499999997,15401.4925,4857274,0.042,0.77675,11824.6381,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.4818967549173638,1.0,0.19611013340200006,1.3985506824023444,73.63198672709723,357650734.6978744,7.823907925199362e-07,3.800286454346481,7.95806532711659,0.26912722000000006,77007.46249999995,73.63198672709723,102.97806528382219,102.9780652838222,73.63198672709723,7.823907925199362e-07,0.005697515905835078,0.9999999999999998,7.958065327116591,7.95806532711659,7.95806532711659,159800.74925635327,3.392402136931115,3.9999999999999996,0.20864231120000004,1.984168669323803,1.666701682231994,101.74920247331481,494223755.6943677,0.006606450801655413,0.7236615613415572,0.004780834502052139
Cote d'Ivoire,3424.7642100000003,3448.144013,23695919,0.057,0.54869,1526.197175,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.5759764393620561,1.0,0.10944238212883546,1.4874243748368206,7.3489078420741425,174139124.96425372,8.035339065579188e-07,19.040474363550015,1.399593006561877,0.10841568399999998,17123.82105,7.348907842074142,10.930944652730542,10.930944652730538,7.3489078420741425,8.035339065579188e-07,0.0017740187332729047,0.9999999999999998,1.399593006561877,1.399593006561877,1.399593006561877,29730.07206504161,3.397619326771376,0.0,0.11073971036073096,3.393739601658168,3.393739601658168,10.957744139754132,259653817.55833858,0.0031995616246393004,0.6706588279801755,0.0021458142492309395
Croatia,21527.967669999995,21408.55151,4170600,0.073,0.5928399999999999,12090.66656,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.23052247153165525,1.0,0.3197515696700001,1.1610864425994154,141.59392187654322,590531610.578311,7.720195115482198e-07,3.219784574863006,14.984408839392232,0.28301458,107639.83834999998,141.59392187654322,164.40278304533507,164.402783045335,141.59392187654322,7.720195115482198e-07,0.0031068450677268072,0.9999999999999998,14.984408839392232,14.984408839392232,14.984408839392232,466938.59229779657,3.3958476121639203,3.200000000000001,0.35458065800000005,2.4647497964,2.1492618224607996,165.92062918307397,691988576.0709283,0.007707212855688667,0.8533834675874507,0.006577208032222173
Cyprus,31331.392999999985,31195.50622,1170125,0.079,0.6684,23324.20174,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.20174778291418224,1.0,0.3706353399699999,1.13390402972057,57.063423773387306,66771338.74283482,1.8505906522030749e-07,0.2165422386909123,50.2558477510557,0.24233095999999996,156656.9649999999,57.063423773387306,64.70444616629644,64.70444616629646,57.063423773387306,1.8505906522030749e-07,0.0029896409347119233,1.0,50.25584775105568,54.19431487870078,50.2558477510557,776499.065997852,3.3960908897883337,0.0,0.38700596600000003,0.8649007619047621,0.8649007619047621,69.83091220508665,81710896.14397702,0.0022287841528490825,0.8171656644810474,0.001821285883247749
Czech Republic,31338.875210000013,31071.74837,10561633,0.097,0.7298,18266.54969,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.23979983157078166,1.0,0.4869977619340001,1.1698504307822832,54.63472354688583,577031899.1586665,1.6399430022988435e-07,1.7320476131198546,21.877351840759417,0.40017238000000005,156694.37605000008,54.63472354688584,63.91445487699535,63.91445487699535,54.63472354688583,1.6399430022988435e-07,0.0010313475849652847,1.0,21.877351840759413,21.975023653011363,21.877351840759413,653438.2239703475,3.3986291261391037,3.9999999999999996,0.4812709024000002,2.3539999999999996,1.97736,61.90818687394739,653851549.4580497,0.0019754438045113034,0.8825120925949388,0.0017433530457229775
Denmark,45991.22478000002,45686.48453,5731118,0.094,0.8784700000000001,53417.66428000001,3.0,0.2,1.5,0.06,0.8,0.05,1,1,0.2301060640275852,1.0,0.45219752521800005,1.1606930774147577,2.2754477896544767,13040859.785348983,3.897794925504873e-09,0.022338722657869643,0.54157765049878,0.6707697200000001,229956.12390000006,2.2754477896544767,2.641096497470662,2.6410964974706617,2.2754477896544767,3.897794925504873e-09,5.451480646236979e-05,0.9999999999999998,0.5415776504987799,0.54157765049878,0.54157765049878,999348.3868918503,3.3999270466482363,3.2000000000000006,0.48524766240000006,1.3,1.1336,2.6161114417392484,14993243.373757757,5.6882839155805744e-05,0.8697824386799474,4.947569455997592e-05
Dominica,10151.342519999998,10174.03854,73543,0.038,0.6982,7144.454673,3.0,0.2,1.5,0.06,0.8,0.05,1,1,1.471708262030755,1.0,0.14597510012200005,2.33358999477393,226.20018479919597,16635440.190687269,8.701156527483603e-06,0.6399091545007266,16.470078916539805,0.44000000000000006,50756.71259999999,226.20018479919597,527.8584880634177,527.8584880634177,226.20018479919597,8.701156527483603e-06,0.10788346260910492,0.9999999999999998,16.4700789165398,16.470078916539805,16.470078916539805,34488.29765347835,3.295085733193695,0.0,0.22673247580000006,1.4794741941800909,1.4794741941800909,605.5246124525614,44532096.57359873,0.05964970753962517,0.3735606780424918,0.022282785193538716
