country,gdp_pc_pp,gdp_pc_pp_A,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Burkina Faso,1642.185834,1594.576777,18646433,0.083,0.30688000000000004,649.7304837,2,0.2,1.5,0.06,0.8,0.05,0.8,0.4166666666666667,0.40566509188102295,1.0,0.037206592051000006,1.2218836931625943,3.8422867152538696,71644941.80277134,1.046606473788449e-06,19.51547749086257,0.34951118210529464,0.098161232,8210.92917,3.842286715253869,4.69482748182397,4.69482748182397,3.8422867152538696,1.046606473788449e-06,0.001488812226481245,0.9999999999999998,0.34951118210529464,1.048533546315884,0.34951118210529464,20240.659929418267,3.3976810031036933,2.4000000000000004,0.03620367940000001,3.393739601658168,3.067940599898984,4.739016127202191,88365746.70179513,0.0028857977149023386,0.8107773031619264,0.002339739288759368
Burundi,721.1765615,721.1765615,10524117,0.069,0.12359,285.7274421,2,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.25,0.4629793127178333,1.0,0.10229098596046879,1.2586739022080167,2.949712237977546,31043116.708807535,2.8531995809424417e-06,30.027406214189227,0.07706306707831244,0.04666023,3605.8828074999997,2.9497122379775456,3.7127258129659397,3.7127258129659393,2.949712237977546,2.8531995809424417e-06,0.0038259243104510135,1.0,0.07706306707831244,0.4623784024698746,0.07706306707831244,7788.431812065945,3.394122108120251,2.4000000000000004,0.10326718970073563,2.469788850858763,2.2326891211763216,3.759824020934431,39568827.8957244,0.005213458425651332,0.7845346541630032,0.004090138802961563
Cameroon,3346.8177930000006,3045.919165,23439189,0.045,0.54938,1032.648722,2,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5666666666666667,0.4197375746029477,1.0,0.018028650735000002,1.2309168715530294,10.204420309195129,239183336.26266307,1.1169088211812345e-06,26.179436955434166,0.5929076021783907,0.09980292199999999,16734.088965000003,10.204420309195129,12.560793123006665,12.560793123006665,10.204420309195129,1.1169088211812345e-06,0.0042699120981556865,0.9999999999999998,0.5929076021783907,1.5694612998839756,0.5929076021783908,39867.97936979952,3.393799593760064,3.2000000000000006,0.0161419416,1.8343680960785826,1.599568979780524,14.714378092375684,344893089.1246531,0.004396527986420825,0.693499938980268,0.0030489918903078826
Canada,43113.68397,43087.75737,36286425,0.066,0.82006,42157.92799,2,0.2,1.5,0.06,0.8,0.05,0.8666666666666666,0.8333333333333333,0.3354838938558465,1.0,0.24114664264000005,1.1768341241602334,42.502892428498726,1542278018.3897867,8.646555917386229e-08,3.137526028045416,3.6492258950325405,0.66304528,215568.41985,42.502892428498726,50.0188541853689,50.01885418536891,42.502892428498726,8.646555917386229e-08,0.0012965352579387861,0.9999999999999998,3.6492258950325405,5.052774316198902,3.6492258950325405,642559.6691763307,3.398162413504443,3.2,0.30450452800000005,1.5066764561178578,1.313821869734772,52.658047339525055,1910772285.4321253,0.0012213766602771955,0.8071490413317342,0.0009858330004476935
Central African Republic,647.8804448000001,647.8804448,4594621,0.033,0.40332,382.21317430000005,2,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.3147438330510679,1.0,0.0094500347288,1.1635210028880252,3.5423005069785907,16275528.297674477,5.557033643849746e-06,25.532463477738556,0.0,0.031053149199999998,3239.4022240000004,3.5423005069785907,4.12154103841049,4.12154103841049,3.5423005069785907,5.557033643849746e-06,0.0027770829310915434,0.9999999999999998,0.0,0.508367048679864,0.0,10292.186482568508,3.3945554250634453,0.0,0.009220104719999999,3.2392822211843653,3.2392822211843653,6.235315500486964,28648911.540162914,0.009624176112325473,0.5681028500806327,0.005467521879090044
Chad,1845.9146790000002,1845.914679,14452543,0.049,0.22618,664.2956518999998,2,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.7532009944644721,1.0,0.035716833231,1.4449682665922803,4.556841044452338,65857941.13911233,1.4427493447710319e-06,20.851396943525167,0.0,0.052886108,9229.573395000001,4.556841044452338,6.584490705138851,6.584490705138851,4.556841044452338,1.4427493447710319e-06,0.002722606710985474,0.9999999999999998,0.0,0.7797518031902172,0.0,12253.798737430308,3.3945747372335626,0.0,0.03457689180000001,3.3937396016581673,3.3937396016581673,7.785431488293329,112519283.35811333,0.004217655115300878,0.5853035957357399,0.0024686087045588403
Chile,22706.72054,22706.72054,17909754,0.048,0.89697,13792.92605,2,0.2,1.5,0.06,0.8,0.05,0.8,0.9,0.3473941118185529,1.0,0.166982124336,1.1844793368531206,222.4159270345957,3983414538.871558,1.39537316721592e-06,24.990790163037992,61.85672856995436,0.16560281999999998,113533.6027,222.41592703459568,263.44706975951,263.44706975951,222.4159270345957,1.39537316721592e-06,0.02762203971182145,1.0,61.85672856995436,86.60042966091153,61.856728569954356,326814.988618171,3.3610027653328154,3.2000000000000006,0.18614685540000003,0.7738484000000001,0.6747958047999999,324.84890544928436,5817963983.765943,0.014306288963086186,0.6846750082995722,0.009795158514537113
China,14399.447659999994,14400.88606,1378665000,0.052000000000000005,0.5677800000000001,8123.180873,2,0.2,1.5,0.06,0.8,0.05,0.8,0.8166666666666667,0.2292163791392399,1.0,0.195861919520056,1.1086206158183298,47.46679680156254,65440811412.426216,4.975622817186523e-07,685.971703125646,4.486460799237957,0.44824216000000006,71997.2383,47.46679680156254,52.62266950107179,52.62266950107179,47.46679680156254,4.975622817186523e-07,0.0015293292243726548,1.0000000000000002,4.486460799237958,7.892233878530215,4.486460799237957,314101.6299549191,3.3979144770021974,3.2000000000000006,0.22259948206360694,2.8398231549999995,2.4763257911599994,58.49944671822833,80651139709.78625,0.004062617407244935,0.8114059100455042,0.003296431774492283
Colombia,13124.324840000003,13124.32484,48653419,0.039,0.76708,5805.605335,2,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,1.0,0.2797792564799715,1.0,0.10501325128700002,1.141077112655304,210.68229700817366,10250414072.221117,2.514158526063496e-06,122.32240820098967,24.955930727408465,0.145318898,65621.6242,210.6822970081737,240.40474715767405,240.404747157674,210.68229700817366,2.514158526063496e-06,0.016575751585242604,0.9999999999999998,24.955930727408465,34.13016130625134,24.955930727408465,234547.85399609368,3.375846721203925,3.2000000000000006,0.10893280159999999,1.4179199999999996,1.23642624,257.18940150209914,12513143713.64086,0.019596391024873407,0.819171769045289,0.01605281030274877
Comoros,1411.152339,1411.152339,795601,0.045,0.28412,775.0800847,2,0.2,1.5,0.06,0.8,0.05,0.26666666666666666,0.16666666666666666,0.197958724460889,1.0,0.04162310617999998,1.0885562123754138,4.060968395377462,3230910.516330704,1.3585952431813678e-06,1.0808997340703395,0.018286858604592143,0.125104594,7055.761695,4.060968395377463,4.420592375048352,4.4205923750483525,4.060968395377462,1.3585952431813678e-06,0.001180611356128759,1.0000000000000002,0.018286858604592143,0.4114543186033232,0.01828685860459214,35642.590212759314,3.397832130486993,2.4000000000000004,0.04138180279999999,2.469788850858763,2.2326891211763216,4.9003043632030305,3898687.0516686942,0.003472555179035869,0.8287175845385764,0.002877767540147529
"Congo, Dem. Rep.",743.8943424,742.3079048999998,78736153,0.055,0.43015,444.50531680000006,2,0.2,1.5,0.06,0.8,0.05,0.4,0.375,0.2370560018580905,1.0,0.083440882175,1.1136528984604508,6.757813855380677,532084265.6627727,6.292353186044077e-06,495.43568318640405,0.11710135329168732,0.05676833400000001,3719.4717119999996,6.757813855380676,7.525858987300883,7.525858987300882,6.757813855380677,6.292353186044077e-06,0.003973531477175836,0.9999999999999998,0.11710135329168732,0.7806756886112489,0.11710135329168733,15690.265940731579,3.3937580805727587,1.6000000000000003,0.079148822,3.0999999999999988,2.9016,8.686662803493169,683954411.5552471,0.011677280372193309,0.7779528235703078,0.00908437323716992
"Congo, Rep.",5301.395941,5301.397271,5125821,0.042,0.65798,1528.24483,2,0.2,1.5,0.06,0.8,0.05,0.0,0.075,0.3727534239023239,1.0,0.15384201525799995,1.2007575725019395,36.57834890008777,187494068.9373968,1.958013490192853e-06,10.036426666313822,0.0,0.116462276,26506.979704999994,36.57834890008776,43.92172943139838,43.92172943139838,36.57834890008777,1.958013490192853e-06,0.006888588275187134,1.0,0.0,4.7584632439398185,0.0,71111.29772464777,3.3872568020991727,0.0,0.15756214879999997,1.8343680960785826,1.8343680960785826,51.42504052963369,263595552.6726475,0.009700282925846397,0.711294507954923,0.006899757970763453
Costa Rica,15401.492499999997,15401.4925,4857274,0.042,0.77675,11824.6381,2,0.2,1.5,0.06,0.8,0.05,0.9333333333333332,0.725,0.4818967549173638,1.0,0.19611013340200006,1.2708170778974683,73.63198672709723,357650734.6978744,7.33338935956662e-07,3.5620281468099595,5.384957538015559,0.26912722000000006,77007.46249999997,73.63198672709726,93.57278621231488,93.57278621231488,73.63198672709723,7.33338935956662e-07,0.005697515905835079,0.9999999999999998,5.38495753801556,7.95806532711659,5.384957538015559,159800.74925635327,3.3921441845624134,3.9999999999999996,0.20864231120000004,1.984168669323803,1.666701682231994,95.37005367342475,463238482.0865305,0.0061922605015991,0.7720661139526556,0.004780834502052139
Cote d'Ivoire,3424.7642100000003,3448.144013,23695919,0.057,0.54869,1526.197175,2,0.2,1.5,0.06,0.8,0.05,0.0,0.1875,0.5759764393620561,1.0,0.10944238212883546,1.331207173184686,7.3489078420741425,174139124.96425372,8.088383290500874e-07,19.166167529266215,0.0,0.10841568399999998,17123.82105,7.348907842074142,9.78291883444229,9.78291883444229,7.3489078420741425,8.088383290500874e-07,0.0017740187332729047,0.9999999999999998,0.0,1.3995930065618767,0.0,29730.07206504161,3.3964331480545313,0.0,0.11073971036073096,3.393739601658168,3.393739601658168,11.03008023410431,261367887.79083675,0.0032206831062697623,0.6662605970309975,0.0021458142492309395
Croatia,21527.967669999995,21408.55151,4170600,0.073,0.5928399999999999,12090.66656,2,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5708333333333333,0.23052247153165525,1.0,0.3197515696700001,1.1094590013262897,141.59392187654322,590531610.578311,7.656331343330098e-07,3.1931495500492506,5.702400030546487,0.28301458,107639.83834999998,141.59392187654322,157.09265115902227,157.09265115902227,141.59392187654322,7.656331343330098e-07,0.0031068450677268072,0.9999999999999998,5.702400030546487,14.98440883939223,5.702400030546487,466938.59229779657,3.3951458471051295,3.2000000000000006,0.35458065800000005,2.4647497964,2.1492618224607996,164.54808391718672,686264238.7850189,0.0076434564766877855,0.8605017968352897,0.006577208032222172
Cyprus,31331.392999999985,31195.50622,1170125,0.079,0.6684,23324.20174,2,0.2,1.5,0.06,0.8,0.05,0.0,0.2125,0.20174778291418224,1.0,0.3706353399699999,1.090988422925373,57.063423773387306,66771338.74283482,2.4181106308630065e-07,0.28294917019385757,0.0,0.24233095999999996,156656.9649999999,57.0634237733873,62.25553470925006,62.25553470925006,57.063423773387306,2.4181106308630065e-07,0.0029896409347119233,1.0,0.0,54.19431487870078,0.0,776499.065997852,3.3941363250162024,0.0,0.38700596600000003,0.8649007619047621,0.8649007619047621,91.24593327268765,106769147.67070363,0.002912284598156478,0.6253804605499927,0.0018212858832477488
Czech Republic,31338.875210000013,31071.74837,10561633,0.097,0.7298,18266.54969,2,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.9,0.23979983157078166,1.0,0.4869977619340001,1.1154141728394982,54.63472354688583,577031899.1586664,1.624597834981982e-07,1.7158406105674258,13.185014191806822,0.40017238000000005,156694.37605000008,54.63472354688584,60.94034497336432,60.94034497336432,54.63472354688583,1.624597834981982e-07,0.001031347584965285,1.0,13.185014191806822,21.975023653011363,13.185014191806822,653438.2239703475,3.3983963189926936,3.9999999999999996,0.4812709024000001,2.3539999999999996,1.97736,61.32890363999806,647733372.5380236,0.0019569593110485483,0.8908478760291036,0.0017433530457229773
Denmark,45991.22478000002,45686.48453,5731118,0.094,0.8784700000000001,53417.66428000001,2,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.9166666666666669,0.2301060640275852,1.0,0.45219752521800005,1.1091917078186901,2.2754477896544767,13040859.785348983,3.819538705726101e-09,0.02189022702808357,0.36406053172418007,0.6707697200000001,229956.12390000006,2.2754477896544767,2.523907819859112,2.523907819859112,2.2754477896544767,3.819538705726101e-09,5.4514806462369785e-05,0.9999999999999998,0.3640605317241801,0.5415776504987801,0.3640605317241802,999348.3868918503,3.399917163371355,3.2000000000000006,0.48524766240000006,1.3,1.1335999999999997,2.5635876440887118,14692223.29161441,5.5740799605831036e-05,0.8876028853163468,4.9475694559975916e-05
Dominica,10151.342519999998,10174.03854,73543,0.038,0.6982,7144.454673,2,0.2,1.5,0.06,0.8,0.05,0.0,0.0,1.471708262030755,1.0,0.14597510012200005,1.9061807229158851,226.200184799196,16635440.190687269,7.500423146528871e-06,0.5516036194651728,0.0,0.43999999999999995,50756.71259999999,226.20018479919597,431.1784317842382,431.1784317842382,226.200184799196,7.500423146528871e-06,0.10788346260910492,0.9999999999999998,0.0,16.47007891653981,0.0,34488.29765347835,3.2429065863998234,0.0,0.2267324758,1.4794741941800909,1.4794741941800909,521.9640406061727,38386801.43829976,0.051418227646028915,0.4333635407843476,0.02228278519353872
