country,macro_gdp_pc_pp,macro_pop,macro_urbanization_rate,macro_prepare_scaleup,macro_borrow_abi,macro_avg_prod_k,macro_T_rebuild_K,macro_pi,macro_income_elast,macro_rho,macro_shareable,macro_max_increased_spending,macro_fa_glofris,macro_protection,macro_tau_tax,n_cat_info__nonpoor,n_cat_info__poor,c_cat_info__nonpoor,c_cat_info__poor,axfin_cat_info__nonpoor,axfin_cat_info__poor,gamma_SP_cat_info__nonpoor,gamma_SP_cat_info__poor,k_cat_info__nonpoor,k_cat_info__poor,fa_cat_info__nonpoor,fa_cat_info__poor,v_cat_info__nonpoor,v_cat_info__poor,shew_cat_info__nonpoor,shew_cat_info__poor,shew_for_hazard_ratio,hazard_ratio_fa__earthquake,hazard_ratio_fa__flood,hazard_ratio_fa__surge,hazard_ratio_fa__tsunami,hazard_ratio_fa__wind,hazard_ratio_flood_poor,ratio_surge_flood
"Iran, Islamic Rep.",15090.047220074799,77447168.0,0.73375,0.6,0.4166666666666667,0.31799517747918205,3,0.2,1.5,0.06,0.8,0.05,0.04368433750480298,1.0,0.1383892901817795,0.8,0.2,17649.696479779985,4851.4501812540475,0.24928379999999997,0.1211886,1.0907383921684917,0.6370464313260327,56104.29526069462,12851.310569215928,0.015821377701843917,0.016263556707349663,0.27298385870631203,0.6999999999999998,0.3200000000000002,0.3200000000000002,0.4000000000000001,0.006746416957334353,0.0007808565101878607,0.0,0.0,0.0,0.0008635101491433281,0.0
Iraq,14471.473317625,33417476.0,0.69471,0.2,0.25,0.5840924714508963,3,0.2,1.5,0.06,0.8,0.05,0.24086888785759994,1.0,0.0934952131161972,0.8,0.2,16497.4795820925,6367.448259755,0.07414198,0.0292944,1.095815149538478,0.6167394018460878,28357.544337693053,10449.807625558653,0.018143026902095214,0.021724180395209645,0.6,0.6999999999999997,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0019764212927379566,0.0033148732029683516,0.0,0.0,0.0,0.00440656227949098,0.0
Ireland,44647.2359111421,4597558.0,0.63241,0.0,0.35,0.31125054927451323,3,0.2,1.5,0.06,0.8,0.05,0.03555792087175875,1.0,0.5064689547064001,0.8,0.2,51556.395668391335,17010.596882145142,0.5241702,0.4951397,1.1019988201281692,0.592004719487323,173407.98772525645,23591.4566593676,0.00980880426061542,0.010787948756541012,0.2663043624999999,0.3000000000000001,0.0,0.0,0.0,6.07439977915411e-05,0.0007937373664094792,0.0,0.0,0.0,0.0008777544436224091,0.0
Israel,30926.8490945208,8059500.0,0.9214,0.0,0.4,0.3584782813615938,3,0.2,1.5,0.06,0.8,0.05,0.008807388501902946,1.0,0.1781559119449155,0.8,0.2,36876.40168907923,7128.638716287043,0.290902,0.1858163,1.0960112549559382,0.6159549801762472,104671.45358762254,12677.125923779337,0.006781581070152629,0.006788567446548224,0.5499999999999999,0.6999999999999998,0.0,0.0,0.0,0.0008019176413357271,6.4253491525762845e-06,0.0,0.0,0.0,7.105472174016021e-06,0.0
Italy,33923.5598171182,60233948.0,0.6896399999999999,0.8666666666666666,0.7166666666666667,0.2046119687179293,3,0.2,1.5,0.06,0.8,0.05,0.04766468506187956,1.0,0.4149386125365,0.8,0.2,39830.4996702739,10295.800404495372,0.17877559999999998,0.11888060000000004,1.1709386676966238,0.3162453292135039,195038.2521333256,48819.999000875476,0.015411743596572524,0.015673857557563346,0.2394999999999999,0.5700000000000001,0.8,0.8,1.0,0.004375871847049899,0.00023137012210143427,0.0,0.0,0.0,0.0002558606428152253,0.0
Jamaica,8607.498562766179,2714734.0,0.54788,0.6,0.4083333333333333,0.3810091134726805,3,0.2,1.5,0.06,0.8,0.05,0.0005963410341568683,1.0,0.15380263536327926,0.8,0.2,10183.746737072735,2302.5058655399525,0.31051059999999997,0.2945098,1.1341149202494514,0.4635403190021945,26929.596947771202,5238.209025113967,0.1221782796380791,0.12368160053148615,0.391375828971834,0.6999999999999998,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0016902271902493726,0.00033205595521357387,0.003239752479190105,0.0,0.01066108633291856,0.0003672040684419986,9.75664621676892
Japan,35614.3100226829,127338621.0,0.9349799999999999,0.8,0.8166666666666667,0.210442533555454,3,0.2,1.5,0.06,0.8,0.05,0.07320319274620732,1.0,0.2109684809648879,0.8,0.2,41236.91921751396,13123.873243358648,0.5513969,0.4561238,0.9981370979789251,1.0074516080842997,203181.41670239216,33450.94542215344,0.0280268847528242,0.0287223820993912,0.20493825,0.3,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.003829018260810266,0.00028679450232631373,0.002096535820091738,0.00036024041919536034,0.0005448793042634509,0.00031715169207938257,7.310237131764495
Jordan,11404.7388595369,6460000.0,0.8367899999999999,0.4666666666666667,0.425,0.17572272222131016,3,0.2,1.5,0.06,0.8,0.05,0.003988062543257742,1.0,0.20625207040433685,0.8,0.2,13082.661064246267,4693.050040699434,0.1260008,0.01290732,1.1265306640424178,0.49387734383032894,74797.90699905509,25317.880944047676,0.007336307075527526,0.007367934741928831,0.5499999999999999,0.6999999999999998,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0006770185070691791,1.242784851125226e-05,0.0,0.0,0.0,1.542876501353899e-05,0.0
Kazakhstan,22469.6790194365,17035275.0,0.53247,0.6,0.775,0.3305707553557686,3,0.2,1.5,0.06,0.8,0.05,0.05316952191177236,1.0,0.25758499141711805,0.8,0.2,25432.86794012468,10616.923336683743,0.07945224000000001,0.0495838,1.016767908671208,0.9329283653151672,79650.84636428481,21258.48458720366,0.02852746322162449,0.031034495029307118,0.12597759214313936,0.43421459615058977,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.003400474223345289,0.0030404564011948603,0.0,0.0,0.0,0.00378080567523702,0.0
Kenya,2705.323218139811,44353691.0,0.25622,0.8,0.5083333333333333,0.4629602731517201,3,0.2,1.5,0.06,0.8,0.05,0.018816828448511267,1.0,0.07101333133246544,0.8,0.2,3217.9819679773054,654.6882187898342,0.3215924000000001,0.10053339999999998,1.2032546169464908,0.1869815322140365,6944.737391087854,1438.710945940681,0.005878675269115735,0.009624662514894,0.6,0.6999999999999997,0.3200000000000002,0.3200000000000002,0.4000000000000001,0.00021123994019586685,0.0015175829423680705,0.0,0.0,0.0,0.0029766866716132347,0.0
Kyrgyz Republic,3109.8128288413104,5719600.0,0.35707,0.6,0.4833333333333333,0.5202256666410198,3,0.2,1.5,0.06,0.8,0.05,0.05226313149431831,1.0,0.4821306047059968,0.8,0.2,3588.724004482872,1194.168126275063,0.01364074,0.001899116,1.106285926222594,0.574856295109624,7163.940714271255,1233.3124832444266,0.0785659836153216,0.07875801422047618,0.1573663400378202,0.6695666402757435,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.017233587523151413,0.008270960663119229,0.0,0.0,0.0,0.008320814911132872,0.0
Lao PDR,4667.34005886512,6769727.0,0.38614,0.4,0.16666666666666666,0.2472988860728427,3,0.2,1.5,0.06,0.8,0.05,0.1858338961143098,1.0,0.1261460291667706,0.8,0.2,5389.610932974499,1778.2565624276108,0.2385275,0.13250879999999998,1.221847458755492,0.11261016497803178,21611.110119860547,7921.938055120654,0.06649276669094872,0.05678758102563518,0.3,0.3999999999999998,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0007457648851344042,0.03178910750230326,0.0,0.0,5.1892188826449584e-05,0.026733562540539425,0.0
Latvia,21832.5707415661,2012647.0,0.6738200000000001,0.0,0.35,0.2393699080806075,3,0.2,1.5,0.06,0.8,0.05,0.05813304985866859,1.0,0.25437902239999993,0.8,0.2,25587.77290911547,6811.762071368623,0.1686562,0.08001866999999999,1.0610192988932563,0.7559228044269738,110349.75702257856,14643.481944280606,0.05702667961997932,0.04608813411591375,0.12597759214313936,0.43421459615058977,0.0,0.0,0.0,0.0,0.011571510230438375,0.0,0.0,0.0,0.009351926483849969,0.0
Lesotho,2493.613734139731,2074465.0,0.27312,0.4,0.16666666666666666,0.1992120956582078,3,0.2,1.5,0.06,0.8,0.05,0.022905123527444192,1.0,0.08183701978968558,0.8,0.2,3028.493880112703,354.0931502478417,0.11368269999999996,0.02873374,1.2232867229656623,0.10685310813734897,15192.556167417986,1816.681158026242,0.013678114364816672,0.012973775605872049,0.6416008539893611,0.6999999999999997,0.3200000000000002,0.3200000000000002,0.4000000000000001,0.001366694791354732,0.0017658117025783045,0.0,0.0,0.0,0.0015295108664668527,0.0
Liberia,849.830924236094,4294077.0,0.4970100000000001,0.0,0.0,0.4725120712732518,3,0.2,1.5,0.06,0.8,0.05,0.06371096829492359,1.0,0.12053409240502043,0.8,0.2,993.8772658941119,273.64555760402226,0.20074909999999999,0.0449625,1.2199209276990797,0.1203162892036815,2090.9616369657847,628.8435430598518,0.009669737682394616,0.009704582575660502,0.6734349004145419,0.6999999999999997,0.0,0.0,0.0,8.524716750777572e-05,0.00211395049696998,0.0,0.0,0.0,0.0021225965255849714,0.0
Lithuania,24469.622500843598,2957689.0,0.66508,0.0,0.35,0.3129644244946807,3,0.2,1.5,0.06,0.8,0.05,0.08022328388743118,1.0,0.34958729759999996,0.8,0.2,28436.76004879286,8601.072309046524,0.2553146,0.13165970000000002,1.0461665816687271,0.8153336733250917,95735.64978060294,7990.372578010691,0.02051342229082849,0.022684767445342556,0.2625238,0.4734920000000001,0.0,0.0,0.0,0.0,0.003264559166470987,0.0,0.0,0.0,0.003610112659556853,0.0
"Macedonia, FYR",11608.968970793701,2107158.0,0.57104,0.6666666666666667,0.3333333333333333,0.2639321665831752,3,0.2,1.5,0.06,0.8,0.05,0.12060126446835667,1.0,0.26625459746796404,0.8,0.2,13726.154686842205,3140.226106599697,0.1010828,0.04312311,1.1007655890127124,0.5969376439491509,53308.919613818936,6687.666263967962,0.024561392108839092,0.025183797553536384,0.16786880000000004,0.44721279999999997,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.004349320667812514,0.0007898736442791471,0.0,0.0,0.0,0.0008734817466166449,0.0
Madagascar,1368.63241207592,22924851.0,0.35105,0.6,0.25,0.2940729838426214,3,0.2,1.5,0.06,0.8,0.05,0.05063647963397895,1.0,0.10347469108691797,0.8,0.2,1599.5891316137313,444.805533924674,0.01990471,0.00467687,1.1906787670028651,0.2372849319885381,5427.64980567894,1559.6854901494144,0.041306725439015486,0.03721153764380683,0.4424472127146907,0.6999999999999998,0.3200000000000002,0.3200000000000002,0.4000000000000001,5.3757120840343314e-05,0.005534833161721748,0.0011258594797789966,0.0,0.018034587195024147,0.004470442169082951,0.20341344479275505
Malawi,754.981975267971,16362567.0,0.16272000000000006,0.8,0.3333333333333333,0.25307656921941635,3,0.2,1.5,0.06,0.8,0.05,0.02283077842331048,1.0,0.03921037753841354,0.8,0.2,892.6718130074672,204.22262430998614,0.10417769999999996,0.05031624,1.1949966321928631,0.22001347122854864,3525.7429303212325,813.1063968241571,0.0274077947214306,0.027597259055809467,0.4424472127146907,0.6999999999999998,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0009787792674974592,0.0054847043711158975,0.0,0.0,0.0,0.00554458816691323,0.0
Malaysia,22589.3714474966,29716965.0,0.74705,0.8,0.7666666666666666,0.2505940745612133,3,0.2,1.5,0.06,0.8,0.05,0.10812063479528926,1.0,0.06179009613676378,0.8,0.2,26954.767479725324,5127.787318581728,0.4278625,0.2476379,1.114859852778904,0.5405605888843831,108028.85344020721,18600.978616969318,0.020209772444887003,0.022348868144183357,0.2229746344920704,0.39486964955708176,0.8,0.8,1.0,3.8817749041643094e-05,0.004151137062305356,0.0,0.0,0.0,0.004590534799951035,0.0
Mali,1589.1673480781,15301650.0,0.39916,0.6,0.3333333333333333,0.6438448659589122,3,0.2,1.5,0.06,0.8,0.05,0.09112497029457714,1.0,0.05073640864642166,0.8,0.2,1828.1383880453445,633.2831882091227,0.05730599,0.026048720000000004,1.2016336739452882,0.1934653042188469,2832.6459838373985,1010.644768177218,0.048808933958858984,0.027128427986245082,0.10000000000000003,0.6492645999999999,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0,0.015421417438146528,0.0,0.0,0.0,0.008571357300473243,0.0
Mauritania,2945.22956949672,3889880.0,0.59859,0.6666666666666667,0.3333333333333333,0.2381059708580064,3,0.2,1.5,0.06,0.8,0.05,0.06939216520184127,1.0,0.08652577966779466,0.8,0.2,3459.908436766272,886.5141004185127,0.08601067999999999,0.03011628,1.1897563987427962,0.24097440502881565,14513.378158562427,3793.520409140379,0.043999886526294114,0.04847435553864544,0.10000000000000002,0.5864441499999998,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.00014197829382000228,0.01099007886477404,0.0,0.0,0.0,0.012153378393854749,0.0
Mexico,16290.8128214269,122332399.0,0.79246,0.5333333333333333,0.7666666666666666,0.3682630449767729,3,0.2,1.5,0.06,0.8,0.05,0.06110303858742192,1.0,0.26834065259696377,0.8,0.2,19373.849147881938,3958.667515606736,0.09345214,0.028012490000000004,1.1291018296071875,0.4835926815712502,53584.57809772454,6846.151318383263,0.006544983083335981,0.006272162750598401,0.3221211,0.6999999999999998,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0008814155344638666,0.0003796160300468834,6.905582074940657e-05,0.0,0.0003988671250411838,0.00032449563369146074,0.18190965418630511
Moldova,4521.084844788111,3558566.0,0.44995,0.6,0.375,0.25670477375728673,3,0.2,1.5,0.06,0.8,0.05,0.06282175635919181,1.0,0.3484590959142324,0.8,0.2,5171.555926832,1919.2005166125532,0.05443321,0.0071581230000000015,1.1081144159862033,0.5675423360551866,20482.767971950696,6128.935306741584,0.029591954815441964,0.023126814483363758,0.4153083161363591,0.6999999999999998,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.00019072669962081376,0.005995681155423612,0.0,0.0,0.0,0.004579104105973711,0.0
Mongolia,9132.30570379131,2839073.0,0.7204,0.5333333333333333,0.5666666666666667,0.20767487925071607,3,0.2,1.5,0.06,0.8,0.05,0.047108300155032784,1.0,0.19638254401707594,0.8,0.2,10604.889998527657,3241.9685248459136,0.3040792,0.1190915,1.1033446739669737,0.586621304132105,51687.121726811194,13121.767423475398,0.0314805565740606,0.034427579612578404,0.12597759214313933,0.4342145961505898,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.000707957265926274,0.005618649446870635,0.0,0.0,0.0,0.006213383327858903,0.0
Montenegro,14151.5411049103,621383.0,0.64026,0.0,0.175,0.3648966623915853,3,0.2,1.5,0.06,0.8,0.05,0.10630768483374672,1.0,0.28000076041694866,0.8,0.2,16230.048704694,5837.510705775498,0.04095249,0.02271427,1.027371966146869,0.8905121354125239,46280.83286412344,8788.295634845752,0.009614833017902029,0.011135720834818386,0.4409824761499999,0.6999999999999998,0.0,0.0,0.0,0.0012403752866611488,0.0006201235989720492,0.0,0.0,0.0,0.0008758152033125587,0.0
Morocco,6967.259245878559,33008150.0,0.60195,0.8666666666666666,0.75,0.26925696721882303,3,0.2,1.5,0.06,0.8,0.05,0.0562499278503009,1.0,0.1347079962539105,0.8,0.2,8141.242428809095,2271.32651415641,0.1725484,0.051415930000000006,1.08887303296848,0.6445078681260801,30556.722477062416,7152.4780212776905,0.014366646152383266,0.016385705167748878,0.2106528125,0.6999999999999998,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.001729834564210456,0.0018269950443633343,0.0,0.0,0.0,0.002398692601310254,0.0
Nepal,2172.79039161762,27797457.0,0.18615,0.6,0.3333333333333333,0.2701993002713125,3,0.2,1.5,0.06,0.8,0.05,0.05837973990653034,1.0,0.34543894425971083,0.8,0.2,2491.3757827885543,898.4488269338858,0.1267821,0.05736111,1.1914285077993485,0.23428596880260685,9030.374545429391,4085.682026296996,0.027725878537183547,0.032386911827201645,0.398765875,0.6999999999999998,0.3200000000000002,0.3200000000000002,0.4000000000000001,0.001289495267529824,0.005402714804319048,0.0,0.0,0.0,0.007254164508599034,0.0
Netherlands,45021.1574077338,16804432.0,0.90496,0.8,0.9166666666666669,0.25251989485705195,3,0.2,1.5,0.06,0.8,0.05,0.32301091253359776,1.0,0.34042122622000004,0.8,0.2,51549.225231855205,18908.8861112482,0.6205978000000001,0.5146725000000001,1.114950227955853,0.5401990881765879,206904.371646567,63820.34315818954,0.013794495842443888,0.01493083892183336,0.2597572,0.2999999999999999,0.8,0.8,1.0,0.00026496520523239893,0.000754500848635101,0.0,0.0,0.0,0.0008343647415796267,0.0
Niger,886.809611289333,17831270.0,0.18732,0.6666666666666667,0.3333333333333333,0.23359231685535525,3,0.2,1.5,0.06,0.8,0.05,0.0402116515457816,1.0,0.06171220628792265,0.8,0.2,1009.1893376472607,397.29070585762133,0.0181079,0.002041873,1.1425283162610405,0.4298867349558375,4319.17124118812,1705.3094609987347,0.032023455066217954,0.017798913521998142,0.10399854999999997,0.6999999999999998,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0,0.011743961137830368,0.0,0.0,0.0,0.006527395256561755,0.0
Nigeria,5422.6933427295,173615345.0,0.47776,0.8,0.5916666666666667,0.8736444729486806,3,0.2,1.5,0.06,0.8,0.05,0.03767008873400431,1.0,0.007621300998835119,0.8,0.2,6413.012714445474,1461.4158558656006,0.33685740000000003,0.08466024000000001,1.2118229759321142,0.1527080962715426,7339.137317828075,1678.3482793303465,0.0062844029016837786,0.006060849692987839,0.6734349004145419,0.6999999999999997,0.6400000000000003,0.6400000000000003,0.8000000000000002,5.1659231506513776e-05,0.0017488693564556659,0.0,0.0,0.0,0.001679969679210188,0.0
Pakistan,4454.07482878434,182142594.0,0.38758000000000004,0.7333333333333333,0.5416666666666667,0.3767173581299691,3,0.2,1.5,0.06,0.8,0.05,0.07858921320019564,1.0,0.13072621298442735,0.8,0.2,5033.661315879902,2135.728880402091,0.01669716,0.01097432,1.1892265244483935,0.24309390220642546,13256.817940925714,6089.659440296321,0.014065694111781856,0.01495073176672018,0.5208940499999999,0.6999999999999998,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0010064877221473405,0.0034620497336242083,6.557529921681704e-05,0.0,2.7747318199246666e-05,0.0038285075975152388,0.018941177701734008
Panama,18793.3933318045,3864170.0,0.66592,0.6666666666666667,0.7166666666666667,0.5402427160644628,3,0.2,1.5,0.06,0.8,0.05,0.018588993329232188,1.0,0.1939619350909104,0.8,0.2,22740.005931483443,3006.94293308872,0.13441370000000002,0.1099336,1.2217305031039725,0.11307798758410915,41994.006718086115,5958.6951791605225,0.006522934826240351,0.008513782039732298,0.6764212741773349,0.6999999999999997,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0016030078865636884,0.00013498547053688982,0.0,8.764136210248461e-06,0.0,0.0007539525515952034,0.0
Paraguay,7833.074001567579,6802295.0,0.5966600000000001,0.8,0.6666666666666667,0.3682732130696673,3,0.2,1.5,0.06,0.8,0.05,0.02750425862617814,1.0,0.18432749780895116,0.8,0.2,9393.813996379919,1590.1140223182183,0.14778729999999998,0.02127697,1.1887288821825734,0.24508447126970664,25558.301466141063,4115.47391418703,0.01257328593519946,0.013904167886765451,0.371986975,0.6999999999999998,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0,0.0021706570308123183,0.0,0.0,0.0,0.0024004210145661888,0.0
Peru,11396.493020613101,30375603.0,0.78609,0.6,0.7666666666666666,0.27019867536419195,3,0.2,1.5,0.06,0.8,0.05,0.06888750343228058,1.0,0.14527350856055085,0.8,0.2,13644.451268929035,2404.660027349364,0.1296312,0.01947264,1.185333008976717,0.2586679640931324,50583.27731734113,8557.876877257822,0.08023999849487902,0.07750155434593403,0.143717125,0.5818234999999999,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.03267582960306199,0.002781354734127735,0.0,6.161957860157321e-05,0.0,0.002287970113558396,0.0
Philippines,6326.2164238939795,98393574.0,0.4437300000000001,0.7333333333333333,0.6333333333333333,0.27365718828027585,3,0.2,1.5,0.06,0.8,0.05,0.053936886408158594,1.0,0.2259353935825975,0.8,0.2,7442.002845658278,1863.0707368367766,0.22188520000000006,0.0353108,1.188679829983247,0.24528068006701176,27111.59144000654,7140.154434260793,0.09394368252858153,0.09347172371273786,0.2229746344920704,0.3,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.00545371195980974,0.003939252669152054,0.01975939089988208,0.00023746509727485903,0.031565181789277225,0.0038844461939714554,5.016025261495956
Poland,22835.2204608088,38514479.0,0.60539,0.6,0.7916666666666667,0.4132026319993685,3,0.2,1.5,0.06,0.8,0.05,0.057824445643935886,1.0,0.4966192308999999,0.8,0.2,26291.901958063725,9008.49447178907,0.2018166,0.1469539,1.1320434276299791,0.4718262894800838,64683.55005861466,17585.681252207458,0.0207966782394334,0.019753355089285544,0.12597759214313936,0.4342145961505898,0.8,0.8,1.0,0.000777993618708374,0.0020954892995057694,0.0,0.0,0.0,0.001960936622854465,0.0
Romania,18184.1097333037,19981358.0,0.5456399999999999,0.6,0.6916666666666667,0.2677480378213938,3,0.2,1.5,0.06,0.8,0.05,0.07368380748817263,1.0,0.4233798007,0.8,0.2,20704.881945082925,8101.020886186798,0.1082912,0.05476748000000002,1.101848399129354,0.5926064034825833,79163.63259169701,22920.50221353926,0.0155325212029968,0.016517594366446224,0.32583629999999997,0.6999999999999998,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0012808123896248583,0.0021910767606006967,0.0,0.0,0.0,0.0024751172794773763,0.0
Russian Federation,23564.2077363646,143499861.0,0.7400800000000001,0.0,0.25,0.3491630039272151,3,0.2,1.5,0.06,0.8,0.05,0.042546421105607364,1.0,0.261813236273846,0.8,0.2,27552.449895744303,7611.2390988457655,0.13612979999999994,0.06942263,1.0794123785263363,0.6823504858946539,81060.3374801952,13197.14544278695,0.01621776752608695,0.01664201662147276,0.14391789639329458,0.6020671383191284,0.0,0.0,0.0,0.0002705137316145252,0.0037551563021984286,0.0,0.0,0.0,0.003858121056272787,0.0
Rwanda,1426.3662876262301,11776522.0,0.28811,0.8,0.4833333333333333,0.7125778172498791,3,0.2,1.5,0.06,0.8,0.05,0.039113916642515366,1.0,0.023583534993565563,0.8,0.2,1690.9572339808954,368.0025022075673,0.1783742,0.1784206,1.148481036752662,0.4060758529893522,2374.803905274351,509.27926252909424,0.022428887223138974,0.014957347779907568,0.6824999999999998,0.7000000000000002,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0014058985813155049,0.0029364268266997592,0.0,0.0,0.0,0.0007166744392469282,0.0
Senegal,2170.07720699017,14133280.0,0.43721000000000004,0.6666666666666667,0.5083333333333333,0.2262101120163632,3,0.2,1.5,0.06,0.8,0.05,0.02929216907597723,1.0,0.21143304711144156,0.8,0.2,2548.7556796099543,655.3633165110314,0.04644672,0.02342184,1.2094070767678948,0.16237169292842088,11177.418406639275,3256.2901326844603,0.0029881797609539185,0.0022247791985685163,0.6849999999999998,0.6999999999999997,0.4800000000000001,0.4800000000000001,0.6000000000000001,3.259529647672195e-05,0.0006176860257175006,0.0,0.0,0.0,0.0004360136652123535,0.0
Serbia,12892.4963006621,7164132.0,0.5555300000000001,0.6,0.5083333333333333,0.2201204533701086,3,0.2,1.5,0.06,0.8,0.05,0.10955615626018066,1.0,0.2969229320267809,0.8,0.2,14766.742950370855,5395.509701827089,0.04309804,0.014522389999999996,1.121834852566544,0.5126605897338234,67667.10182751782,22182.53187513856,0.033369384600614074,0.03620701883230766,0.441348721575,0.6999999999999998,0.3200000000000002,0.3200000000000002,0.4000000000000001,0.0012574545051968465,0.00576319677243187,0.0,0.0,0.0,0.006373230983638351,0.0
Sierra Leone,1494.64854833896,6092075.0,0.39942,0.7333333333333333,0.3333333333333333,0.4068659912801502,3,0.2,1.5,0.06,0.8,0.05,0.051476908048758346,1.0,0.03835775955307328,0.8,0.2,1722.3956208921088,583.6602581263637,0.2132186,0.04347975,1.1886588388852743,0.2453646444589025,4228.007454457981,1455.793745354634,0.0064184514694815295,0.006361543695694333,0.6734349004145419,0.6999999999999997,0.6400000000000003,0.6400000000000003,0.8000000000000002,4.882756184625681e-05,0.003776862581193779,0.0,0.0,0.0,0.003739988547880009,0.0
Slovak Republic,25758.862634894904,5413393.0,0.53598,0.7333333333333333,0.625,0.305901886041796,3,0.2,1.5,0.06,0.8,0.05,0.14760856848130152,1.0,0.39299717899659997,0.8,0.2,29419.840986879335,11114.949226957151,0.4171376,0.29756340000000003,1.1318574521456002,0.4725701914175998,96733.878348106,34095.9318235662,0.015410357034371156,0.012283718846487266,0.44143322645,0.6999999999999998,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0003169666929472759,0.002288424773337053,0.0,0.0,0.0,0.0017589593479446642,0.0
Slovenia,27368.1720259118,2059953.0,0.4965,0.8666666666666666,0.6916666666666667,0.2213378830398852,3,0.2,1.5,0.06,0.8,0.05,0.1094184334155629,1.0,0.36398955647500003,0.8,0.2,30881.561109738224,13314.615690606091,0.3523933,0.200224,1.041023663009341,0.8359053479626349,145703.62082653661,35429.706301920734,0.030855483461541936,0.03189818613936345,0.34302908809524857,0.6999999999999998,0.8,0.8,1.0,0.0030121693690125383,0.0005463511729780647,0.0,0.0,0.0,0.0006159752633758011,0.0
South Africa,12454.1909220073,53157490.0,0.6480100000000001,0.7333333333333333,0.7166666666666667,0.41221819094326817,3,0.2,1.5,0.06,0.8,0.05,0.01739097661390025,1.0,0.10659646183321776,0.8,0.2,15186.329055522649,1525.6383879458942,0.27751079999999995,0.13653189999999998,1.039486083741796,0.8420556650328163,37488.978644693285,1107.1776820111234,0.005146435360792329,0.005319932007300096,0.6416008539893611,0.6999999999999997,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0007288525031120597,0.0009047497963510174,0.0,0.0,0.0,0.0010005175360534608,0.0
Spain,31682.6447411771,46617825.0,0.7957899999999999,0.8,0.7166666666666667,0.18299929671374224,3,0.2,1.5,0.06,0.8,0.05,0.044690329736260935,1.0,0.43366142417220005,0.8,0.2,37460.76707584928,8570.155402488406,0.4078074,0.2691136,1.1680997727482978,0.3276009090068088,206596.90489032128,39261.73839053456,0.009677930728232276,0.010624802851668507,0.10000000000000002,0.10499999999999997,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.00011595273390794583,0.0011684351444087263,0.0,0.0,0.0,0.0012921139705551633,0.0
Sri Lanka,9425.737382585941,20483000.0,0.18356,0.6666666666666667,0.5083333333333333,0.33796080258900235,3,0.2,1.5,0.06,0.8,0.05,0.06235160323157399,1.0,0.08129921148931178,0.8,0.2,10872.588070812879,3638.3346296781733,0.32752829999999994,0.2101409,1.1492483044408144,0.4030067822367421,32181.6447469564,10723.577811107638,0.004345080304703503,0.003691721347440177,0.6738905766438061,0.7000000000000002,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0,0.0009382161493403452,0.00013606149077118477,1.2431299937177749e-05,1.2076119938972673e-05,0.0007952152796546503,0.14502147598594295
Sudan,3264.77297794563,37964306.0,0.33805999999999997,0.6666666666666667,0.3333333333333333,0.9487533644538988,3,0.2,1.5,0.06,0.8,0.05,0.10540888065744396,1.0,0.0597383613319241,0.8,0.2,3803.052422684416,1111.655198990487,0.049888190000000006,0.008296447,1.2499999999999998,0.0,3989.862544534181,1246.143500178338,0.010019526171054305,0.0072010569890719875,0.6,0.6999999999999997,0.4800000000000001,0.4800000000000001,0.6000000000000001,4.426178557594986e-05,0.0029959337485450047,0.0,0.0,0.0,0.0021144633744558643,0.0
Swaziland,6470.88419034393,1249514.0,0.21308000000000005,0.6,0.4166666666666667,0.19038060692098574,3,0.2,1.5,0.06,0.8,0.05,0.022691869071206704,1.0,0.10955794020641904,0.8,0.2,7761.01672579375,1310.3540485446456,0.2348936,0.09158991,1.1708468366165354,0.3166126535338579,40885.09807223857,6405.598928248848,0.018555603250847142,0.019880330310680514,0.2999999999999999,0.5379999999999999,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0016476422262794795,0.0019179298013608846,0.0,0.0,0.0,0.00224006271373416,0.0
