country,income_cat,n,c,axfin,gamma_SP,k,fa,shew
Slovak Republic,nonpoor,0.8,33383.727529011,0.5120568,1.1349785367038676,109750.30696728441,0.013698858934343106,0.8000000000000004
Slovak Republic,poor,0.2,12245.559442955999,0.33115959999999994,0.460085853184529,37558.336523615726,0.010919470022131613,0.8000000000000004
Slovenia,nonpoor,0.8,33752.406691479,0.3861343,1.0475797862871978,159009.75353448713,0.027505070113226317,1.0
Slovenia,poor,0.2,14007.621320084,0.24092039999999998,0.8096808548512083,37217.8456430183,0.028434551911703906,1.0
Solomon Islands,nonpoor,0.8,2409.5260465181245,0.26,1.1748429109931513,8109.862742750253,0.15077290659940998,0.5999999999999999
Solomon Islands,poor,0.2,725.4487021775,0.26,0.3006283560273943,2468.065278823169,0.15456438321252905,0.5999999999999999
South Africa,nonpoor,0.8,14942.076525309376,0.4081099,1.1142820253473062,36878.59385880176,0.004573270350861429,0.6000000000000002
South Africa,poor,0.2,1532.5206692625002,0.21105010000000002,0.5428718986107748,1195.28395713302,0.004733765633278978,0.6000000000000002
Spain,nonpoor,0.8,39206.497269196,0.5667167,1.163765367010916,216331.8501198462,0.008594251571701843,0.8000000000000004
Spain,poor,0.2,9479.407611216,0.3559562,0.34493853195633534,43448.751530337104,0.009470030750339774,0.8000000000000004
Sri Lanka,nonpoor,0.8,13258.289061736372,0.3952671,1.1783659232070303,39174.333712392305,0.004415272537352341,0.8000000000000004
Sri Lanka,poor,0.2,4053.126042554499,0.21430860000000002,0.28653630717187895,12216.580173064947,0.0038344080484321004,0.8000000000000004
Sudan,nonpoor,0.8,5108.57966505035,0.1002178,1.25,5359.555261943317,0.008906098716232855,0.6000000000000002
Sudan,poor,0.2,1490.9159537486003,0.03672906,0.0,1671.2987024624886,0.006400834062509888,0.6000000000000002
Swaziland,nonpoor,0.8,9280.570276007998,0.2348936,1.171801072848759,48888.351953695295,0.01650021089282057,0.6000000000000002
Swaziland,poor,0.2,1546.7617126679997,0.09158991,0.31279570860496425,7560.99255452178,0.017678198779669717,0.6000000000000002
Sweden,nonpoor,0.8,52826.8717351375,0.8096492,1.1062806883081204,150081.2165368147,0.0014632164880239039,0.8000000000000004
Sweden,poor,0.2,20898.542664449997,0.6662128,0.574877246767519,49443.05109952305,0.001624542878780961,0.8000000000000004
Switzerland,nonpoor,0.8,65189.68668509774,0.6177222,1.101427995197197,234947.59314151568,0.01848919186691167,1.0
Switzerland,poor,0.2,22366.928330608996,0.46041340000000003,0.5942880192112117,60351.89911160392,0.019775131529523256,1.0
Tajikistan,nonpoor,0.8,3197.6926616622995,0.02125592,1.0810478059010464,8463.087419813968,0.09159661992933121,0.6000000000000002
Tajikistan,poor,0.2,1022.1566175508001,0.006333106999999999,0.6758087763958136,1985.6987037709534,0.09363807629696072,0.6000000000000002
Tanzania,nonpoor,0.8,2990.1454875035993,0.1217031,1.0744683008022455,7279.482289260427,0.008453974743439629,0.8000000000000004
Tanzania,poor,0.2,955.8132443856001,0.04258187,0.7021267967910175,2141.167363017465,0.008098540410918077,0.8000000000000004
Thailand,nonpoor,0.8,18249.71114886675,0.46914110000000003,1.1537078466234942,76178.6983958763,0.023184341472034634,0.8000000000000004
Thailand,poor,0.2,5410.225861533,0.3132831,0.38516861350602355,21532.42709649282,0.025567450008775448,0.8000000000000004
Timor-Leste,nonpoor,0.8,2444.195391595987,0.62,1.1024986746282004,18990.735945455803,0.03471359524738671,0.6000000000000002
Timor-Leste,poor,0.2,978.7537101660498,0.62,0.5900053014871981,7444.067861218365,0.03484897160845944,0.6000000000000002
Togo,nonpoor,0.8,1641.2553250018746,0.08989002,1.1885113460524561,4424.765220576206,0.005860396062200512,0.2000000000000001
Togo,poor,0.2,345.5274368425,0.03249362,0.24595461579017522,933.1774926488991,0.0065403839578963095,0.2000000000000001
Tonga,nonpoor,0.8,6218.995988479763,0.008,1.1052650292937427,17499.916052837696,0.21694253459206936,0.5999999999999999
Tonga,poor,0.2,1786.3782689309503,0.008,0.5789398828250286,4510.390214020354,0.21694253459206936,0.5999999999999999
Tunisia,nonpoor,0.8,12539.539622272874,0.1407694,1.0754888172623873,50966.55342560503,0.032536692317785214,0.6000000000000002
Tunisia,poor,0.2,3601.9256364085,0.04612976,0.6980447309504508,11807.649010612096,0.03565450960836295,0.6000000000000002
Turkey,nonpoor,0.8,27882.489248989496,0.1221136,1.1489184618632942,68082.47745784072,0.01110179064730087,0.8000000000000004
Turkey,poor,0.2,6867.024953042,0.04858122,0.4043261525468227,14925.032870409277,0.011327413649542725,0.8000000000000004
Uganda,nonpoor,0.8,2005.2058943708998,0.23384429999999998,1.1972894564560437,3486.5861481392576,0.011794587156340188,0.6000000000000002
Uganda,poor,0.2,548.4323813664,0.06975457,0.21084217417582507,993.7463291873627,0.015486678805710613,0.6000000000000002
Ukraine,nonpoor,0.8,8626.56274816875,0.10913350000000001,1.0702322758138156,36250.6342686957,0.009094894622353895,0.0
Ukraine,poor,0.2,3834.027888075,0.03185545,0.7190708967447379,10944.687173246972,0.010077492901181604,0.0
United Kingdom,nonpoor,0.8,45076.58793141187,0.6278858,1.1061454333087082,153879.89778067698,0.0064517235051076574,1.0
United Kingdom,poor,0.2,14198.882066852499,0.36570890000000006,0.575418266765167,26140.439173625553,0.006721918165533279,1.0
United States,nonpoor,0.8,63194.52176086887,0.6432125,0.9083078101071976,204453.0125641044,0.025431352345481193,0.8000000000000004
United States,poor,0.2,13584.491506024498,0.38833190000000006,1.36676875957121,17869.722192636087,0.02576248762536957,0.8000000000000004
Uruguay,nonpoor,0.8,23780.666955527628,0.1757146,1.1471821695430786,83193.04947640756,0.003235578740140946,0.6000000000000002
Uruguay,poor,0.2,5111.9663423895,0.05289780000000001,0.4112713218276853,10630.396221078861,0.00359231627312361,0.6000000000000002
Uzbekistan,nonpoor,0.8,6989.993661647123,0.02522454,1.0730851039379985,9797.92298233437,0.046783071372603166,0.0
Uzbekistan,poor,0.2,2234.3824231615004,0.008141438,0.7076595842480061,2160.03758612085,0.04748044024895352,0.0
Vanuatu,nonpoor,0.8,3327.7937364878494,0.19,1.141097834823582,11227.473582277611,0.20417680909514044,0.5999999999999999
Vanuatu,poor,0.2,971.2016054986001,0.19,0.435608660705672,3167.9700984789033,0.20684177394739522,0.5999999999999999
"Venezuela, RB",nonpoor,0.8,21374.940397459,0.2550486,1.1977800658553446,68334.29632171689,0.008170256485093173,0.0
"Venezuela, RB",poor,0.2,2826.438399664,0.1876162,0.20887973657862138,8702.135791416471,0.008464079480665158,0.0
Vietnam,nonpoor,0.8,6915.547866963887,0.1847556,1.2121241634485425,25442.06808803321,0.04151923961699883,0.8000000000000004
Vietnam,poor,0.2,2114.1179700944494,0.09144979,0.15150334620582998,8635.164772359429,0.03826061110709614,0.8000000000000004
"Yemen, Rep.",nonpoor,0.8,2694.1748161268247,0.01403569,1.1258259329751297,12325.419339347956,0.019026708791539688,0.2000000000000001
"Yemen, Rep.",poor,0.2,848.6505353926999,0.000864128,0.49669626809948075,3750.2621911215365,0.01944057807736788,0.2000000000000001
Zambia,nonpoor,0.8,4413.267474602512,0.2458853,1.1908000606649676,10384.938661300424,0.007526626655970419,0.8000000000000004
Zambia,poor,0.2,527.22865813995,0.05518931,0.2367997573401288,1162.03727261731,0.012257085291584981,0.8000000000000004
