country,income_cat,n,c,axfin,gamma_SP,k,fa,shew
Rwanda,nonpoor,0.8,2101.89432348075,0.3914391,1.1868224787625694,2949.3283003040374,0.01993694180124056,0.8000000000000004
Rwanda,poor,0.2,461.175125827,0.06397243,0.2527100849497222,648.6992974300173,0.013295522386919287,0.8000000000000004
Senegal,nonpoor,0.8,2793.979144403888,0.1060924,1.208991728538304,12251.861650799165,0.0032991123151414814,0.6000000000000002
Senegal,poor,0.2,726.01800983445,0.008773695,0.16403308584678403,3607.06510611659,0.0026205370054027625,0.6000000000000002
Serbia,nonpoor,0.8,15675.199659589502,0.11498039999999998,1.1168295452729804,72154.92222883263,0.02964113603556061,0.4000000000000002
Serbia,poor,0.2,5899.637508641999,0.0419454,0.532681818908078,23029.842496708876,0.03226617339977,0.4000000000000002
Seychelles,nonpoor,0.8,31122.405074180744,0.94,1.0978809620555432,144163.621272773,0.0,0.8000000000000003
Seychelles,poor,0.2,7106.172828776999,0.94,0.608476151777827,25483.14401622678,0.0,0.8000000000000003
Sierra Leone,nonpoor,0.8,1572.4531669593373,0.1585936,1.1704840434406076,3862.801529150095,0.006766735730896622,0.8000000000000004
Sierra Leone,poor,0.2,539.5170475126499,0.03622707,0.3180638262375694,1334.0004666837453,0.0067161530323015615,0.8000000000000004
