country,income_cat,n,c,axfin,gamma_SP,k,fa,shew
Russian Federation,nonpoor,0.8,28414.846040350003,0.18236010000000002,1.1329139439929523,81969.99662694265,0.014250236807902225,0.0
Russian Federation,poor,0.2,8423.735238600002,0.11406240000000001,0.4683442240281907,21765.073326371752,0.014623016234235814,0.0
Rwanda,nonpoor,0.8,2101.8943235399997,0.3914391,1.1868224785795687,2949.328300427502,0.01993658443518349,0.8000000000000004
Rwanda,poor,0.2,461.17512584,0.06397243,0.252710085681725,648.699297286997,0.013295284067097748,0.8000000000000004
Senegal,nonpoor,0.8,2792.8809211200005,0.1060924,1.208991728548784,12247.045838200465,0.003299083456355931,0.6000000000000002
Senegal,poor,0.2,725.73263552,0.008773695,0.16403308580486425,3605.647285235213,0.002620514082413716,0.6000000000000002
Serbia,nonpoor,0.8,15607.513387375,0.11498039999999998,1.1107810620117473,71887.63062387257,0.029537181063719595,0.4000000000000002
Serbia,poor,0.2,6174.4009005,0.0419454,0.5568757519530104,24117.26393528299,0.03215301211124292,0.4000000000000002
Seychelles,nonpoor,0.8,31122.405079975,0.94,1.0978809620555432,144163.62129961286,0.0,0.8000000000000004
Seychelles,poor,0.2,7106.172830100001,0.94,0.6084761517778271,25483.144020971144,0.0,0.8000000000000004
Sierra Leone,nonpoor,0.8,1575.8644990725,0.1585936,1.1704840424850893,3871.181619161647,0.006766762340827447,0.8000000000000004
Sierra Leone,poor,0.2,540.68749371,0.03622707,0.31806383005964284,1336.8944911462659,0.006716179443317848,0.8000000000000004
Slovak Republic,nonpoor,0.8,33411.65756625,0.5120568,1.1336213596275408,109849.53555849158,0.013708031094732271,0.8000000000000004
Slovak Republic,poor,0.2,12415.260735,0.33115959999999994,0.46551456148983683,38081.39504500052,0.010926781224538157,0.8000000000000004
Slovenia,nonpoor,0.8,33820.9418552,0.3861343,1.04360226428817,159477.6396593467,0.027460830668931138,1.0
Slovenia,poor,0.2,14366.4177792,0.24092039999999998,0.8255909428473204,38205.8979975263,0.028388817479100104,1.0
Solomon Islands,nonpoor,0.8,2409.5260469249997,0.26,1.1748429106113236,8109.8627442947745,0.11860765178212596,0.6000000000000002
Solomon Islands,poor,0.2,725.4487023000001,0.26,0.3006283575547056,2468.065278539605,0.12159027079512746,0.6000000000000002
South Africa,nonpoor,0.8,14928.934979,0.4081099,1.1192624858619475,36820.536149218504,0.004573561100240186,0.6000000000000002
South Africa,poor,0.2,1468.4198339999998,0.21105010000000002,0.5229500565522094,1144.4923014003289,0.0047340665862757305,0.6000000000000002
Spain,nonpoor,0.8,39234.341342025,0.5667167,1.1622720440600762,216522.50579331932,0.008594080183695625,0.8000000000000004
Spain,poor,0.2,9662.8101819,0.3559562,0.3509118237596947,44296.94848052849,0.009469841897398298,0.8000000000000004
Sri Lanka,nonpoor,0.8,13530.697468124998,0.3952671,1.1793895130438503,39980.02290689727,0.00441556255291088,0.8000000000000004
Sri Lanka,poor,0.2,4073.7583775000003,0.21430860000000002,0.28244194782459864,12279.014908364497,0.0038346599101195577,0.8000000000000004
St. Lucia,nonpoor,0.8,14227.940351283747,0.35,1.126241320499286,16065.637947241497,0.24566871094392942,0.6000000000000002
St. Lucia,poor,0.2,3140.7461448649997,0.35,0.4950347180028555,3077.9107685200897,0.2567236841046743,0.6000000000000002
St. Vincent and the Grenadines,nonpoor,0.8,10583.547824299998,0.20600000000000002,0.7916195193668787,17355.835378259195,0.198468434376637,0.0
St. Vincent and the Grenadines,poor,0.2,10782.736302799998,0.20600000000000002,1.8335219225324846,14297.134110463281,0.2089592134341289,0.0
Sudan,nonpoor,0.8,5110.1007522049995,0.1002178,1.2499999999999998,5361.151077453321,0.00890639225936787,0.6000000000000002
Sudan,poor,0.2,1491.3598761800004,0.03672906,0.0,1671.7963341242382,0.00640104503265038,0.6000000000000002
Swaziland,nonpoor,0.8,9268.3692708,0.2348936,1.171801072848759,48824.07928304492,0.01650021089282057,0.6000000000000002
Swaziland,poor,0.2,1544.7282118,0.09158991,0.3127957086049643,7551.05224839923,0.017678198779669717,0.6000000000000002
Sweden,nonpoor,0.8,53436.983279625005,0.8096492,1.1187355048051124,151608.59948754363,0.0014643005859840406,0.8000000000000004
Sweden,poor,0.2,19092.952631499997,0.6662128,0.52505798077955,45109.9983819681,0.0016257465035592867,0.8000000000000004
Switzerland,nonpoor,0.8,66185.64615235,0.6177222,1.1032282514708578,238475.94217564195,0.01855599310615353,1.0
Switzerland,poor,0.2,22396.8780906,0.46041340000000003,0.5870869941165691,60417.21946307942,0.01984657885409275,1.0
Tajikistan,nonpoor,0.8,3197.6926618474995,0.02125592,1.0810478059010464,8463.08742030412,0.09339931578345191,0.6000000000000002
Tajikistan,poor,0.2,1022.1566176100002,0.006333106999999999,0.6758087763958138,1985.6987038859588,0.09548094967000224,0.6000000000000002
Tanzania,nonpoor,0.8,2990.5050464974993,0.1217031,1.0744683022067678,7280.357631900718,0.008452559370163329,0.8000000000000004
Tanzania,poor,0.2,955.9281790100001,0.04258187,0.7021267911729278,2141.4248360784372,0.008097184544828752,0.8000000000000004
Thailand,nonpoor,0.8,18251.128978775,0.46914110000000003,1.1537078464646957,76184.61676362349,0.022992939987848873,0.8000000000000004
Thailand,poor,0.2,5410.646184900001,0.3132831,0.38516861414121656,21534.099948149487,0.025356374447952308,0.8000000000000004
Timor-Leste,nonpoor,0.8,2247.6283186275,0.62,1.0977850521470303,17464.571546496503,0.03466192939671521,0.6000000000000002
Timor-Leste,poor,0.2,932.79056049,0.62,0.6088597914118791,7094.938104750835,0.03479710427088329,0.6000000000000002
Togo,nonpoor,0.8,1641.2553245624997,0.08989002,1.1885113460524561,4424.765219391667,0.0058603589106102525,0.2000000000000001
Togo,poor,0.2,345.52743675,0.03249362,0.24595461579017525,933.1774923990814,0.006540342495568104,0.2000000000000001
Tonga,nonpoor,0.8,6212.925372000001,0.008,1.105265029293743,17482.833668642306,0.17355402767365546,0.6000000000000002
Tonga,poor,0.2,1784.634512,0.008,0.5789398828250285,4505.98743755706,0.17355402767365546,0.6000000000000002
Trinidad and Tobago,nonpoor,0.8,36214.982463337496,0.45466229999999996,1.1117982962546973,33944.03341941275,0.10637338579423845,0.6000000000000002
Trinidad and Tobago,poor,0.2,7463.865996649999,0.428774,0.5528068149812111,5425.821348470134,0.10678376266681418,0.6000000000000002
Tunisia,nonpoor,0.8,12539.5396279875,0.1407694,1.075488817262387,50966.553448831946,0.03257126787351015,0.6000000000000002
Tunisia,poor,0.2,3601.9256380500005,0.04612976,0.6980447309504507,11807.64901599318,0.03569239835475943,0.6000000000000002
Turkey,nonpoor,0.8,28002.9558568375,0.1221136,1.150619656211208,68369.06718086415,0.01114469649532443,0.8000000000000004
Turkey,poor,0.2,6770.59802265,0.04858122,0.39752137515516767,14713.827898222506,0.011371191478182066,0.8000000000000004
Uganda,nonpoor,0.8,1973.8868011199997,0.23384429999999998,1.19728945644059,3432.12953745813,0.011764760488439234,0.6000000000000002
Uganda,poor,0.2,539.86647552,0.06975457,0.21084217423763957,978.2251131659201,0.015447515414953157,0.6000000000000002
Ukraine,nonpoor,0.8,8616.97767828,0.10913350000000001,1.0685229458867949,36222.35665779577,0.009110647900918577,0.0
Ukraine,poor,0.2,3872.368166879999,0.03185545,0.7259082164528199,11057.797613796178,0.010094948139477136,0.0
United Kingdom,nonpoor,0.8,45388.3303215625,0.6278858,1.1023878082399456,155091.98226099115,0.006451817082870389,1.0
United Kingdom,poor,0.2,14720.539563749997,0.36570890000000006,0.5904487670402172,27126.686107340403,0.00672201566228166,1.0
United States,nonpoor,0.8,63466.37757562499,0.6432125,0.9134615384615385,205206.97528642562,0.025431352345481193,0.8000000000000004
United States,poor,0.2,13361.3426475,0.38833190000000006,1.3461538461538463,17565.432239670903,0.02576248762536957,0.8000000000000004
Uruguay,nonpoor,0.8,23605.256342324996,0.1757146,1.133596103308318,82819.49372688791,0.003224869374178021,0.6000000000000002
Uruguay,poor,0.2,5813.608780699999,0.05289780000000001,0.46561558676672743,12124.619169480491,0.003580426149991642,0.6000000000000002
Vanuatu,nonpoor,0.8,3331.3643302875003,0.19,1.1426669528519675,11239.14647885853,0.16334144727611236,0.6000000000000002
Vanuatu,poor,0.2,956.9192288500002,0.19,0.4293321885921295,3121.278507274196,0.1654734191579162,0.6000000000000002
Vietnam,nonpoor,0.8,6778.9463325199995,0.1847556,1.2121241632821538,24939.515636058968,0.04142992571339971,0.8000000000000004
Vietnam,poor,0.2,2072.3581899199994,0.09144979,0.15150334687138522,8464.59596239312,0.03817830698583608,0.8000000000000004
West Bank and Gaza,nonpoor,0.8,5064.070339737499,0.07598995,0.7291323979755782,18159.920058847936,0.005826770071711063,0.4000000000000002
West Bank and Gaza,poor,0.2,1689.8522910499996,0.01446696,2.083470408097687,4658.945304363598,0.005853931313055905,0.4000000000000002
"Yemen, Rep.",nonpoor,0.8,2694.17481615,0.01403569,1.1258259325689848,12325.419339704353,0.019026708791539684,0.2000000000000001
"Yemen, Rep.",poor,0.2,848.6505354,0.000864128,0.4966962697240607,3750.262190152309,0.019440578077367876,0.2000000000000001
Zambia,nonpoor,0.8,4426.5005183275,0.2458853,1.1908000603205102,10416.077573501634,0.007565834805681328,0.8000000000000004
Zambia,poor,0.2,528.80953669,0.05518931,0.2367997587179585,1165.521603903354,0.012320935626814593,0.8000000000000004
Zimbabwe,nonpoor,0.8,2213.2621112999996,0.08131872,1.1444139195136958,116.00850364365341,0.003813665341859313,0.8000000000000004
Zimbabwe,poor,0.2,545.0921547999999,0.008329735,0.4223443219452171,26.890431198666395,0.001986291347761952,0.8000000000000004
