country,income_cat,n,c,axfin,gamma_SP,k,fa,shew
Moldova,poor,0.2,2472.1998465,0.03550953,0.6491943762224873,7942.574110645007,0.020397288182363745,0.6000000000000002
Mongolia,nonpoor,0.8,13065.157382999998,0.4111103,1.0630257133689582,64345.07300544782,0.02739040017181586,0.6000000000000002
Mongolia,poor,0.2,4544.4025679999995,0.21726669999999998,0.7478971465241664,16148.371170168355,0.03006095985315246,0.6000000000000002
Montenegro,nonpoor,0.8,17999.2179174375,0.07029512,1.1460562235649288,49277.111562186765,0.008534565198519051,0.0
Montenegro,poor,0.2,6688.23398025,0.02831399,0.41577510574028415,18528.236022574598,0.009884574731595501,0.0
Morocco,nonpoor,0.8,8515.405350168749,0.1725484,1.0893337029875674,31960.03719182367,0.010038830070595991,0.8000000000000004
Morocco,poor,0.2,2367.9202043249998,0.05141593,0.6426651880497297,7456.411917034782,0.011449666680809146,0.8000000000000004
Myanmar,nonpoor,0.8,6147.223369998749,0.1680227,1.2126339833193434,8482.111936182402,0.07580562313465064,0.4000000000000002
Myanmar,poor,0.2,1936.3422050049994,0.06761485,0.14946406672262577,2814.655569823154,0.08335701791132015,0.4000000000000002
Namibia,nonpoor,0.8,11908.64744042125,0.3485483,1.1600212319933696,43552.58154435136,0.010978078218123053,0.8000000000000004
Namibia,poor,0.2,1625.585793315,0.14453729999999998,0.35991507202652123,4805.174927580424,0.01568377991986486,0.8000000000000004
Nepal,nonpoor,0.8,2633.68422282875,0.22368110000000002,1.178537632374339,9638.169925050663,0.024639969676351747,0.4000000000000002
Nepal,poor,0.2,953.525803685,0.08169342,0.2858494705026432,3965.056961085551,0.028782226837742966,0.4000000000000002
Netherlands,nonpoor,0.8,53946.468604187496,0.6671163,1.1102580016989407,216631.04220003507,0.021187178804610893,1.0
Netherlands,poor,0.2,20562.290333249995,0.485505,0.558967993204237,69434.42124993652,0.02322349805182754,1.0
Nicaragua,nonpoor,0.8,6093.578317157499,0.1150786,1.147297140257474,20447.574558832246,0.024255660949299943,0.6000000000000002
Nicaragua,poor,0.2,1309.8946013699997,0.02887823,0.41081143897010347,3961.754881876905,0.02506065403337275,0.6000000000000002
Niger,nonpoor,0.8,1053.9232587595,0.02122553,1.1564902336374205,4510.778208019874,0.02977303805958477,0.6000000000000002
Niger,poor,0.2,356.6421439619999,0.01784597,0.3740390654503183,1530.8836098979837,0.01654811227001978,0.6000000000000002
Nigeria,nonpoor,0.8,6426.573895087499,0.3224891,1.2374409651553866,7352.229965845546,0.005586113923723236,0.8000000000000004
Nigeria,poor,0.2,1467.3783946500002,0.1970295,0.05023613937845357,1694.892747352693,0.005387400742642054,0.8000000000000004
Norway,nonpoor,0.8,72958.734769375,0.8089857,1.0927670578833806,221093.77145978954,0.00154904951583788,0.8000000000000004
Norway,poor,0.2,28862.7961725,0.7495815,0.6289317684664777,70219.71849590154,0.00154904951583788,0.8000000000000004
Pakistan,nonpoor,0.8,5510.007613965,0.04381021,1.1873877774466484,14524.830592015036,0.013050087651840226,0.6000000000000002
Pakistan,poor,0.2,2233.13083914,0.01694613,0.2504488902134063,6334.0273864941855,0.013869882119268423,0.6000000000000002
Panama,nonpoor,0.8,25788.6083382,0.2403679,1.1814209662579491,47878.156358349304,0.006025457224690773,0.6000000000000002
Panama,poor,0.2,3520.2650472,0.1483164,0.27431613496820356,5944.360524875943,0.007794975965751636,0.6000000000000002
Papua New Guinea,nonpoor,0.8,4600.618818526249,0.1438,1.0656890781769337,14150.077674448474,0.015456787365796022,0.6000000000000002
Papua New Guinea,poor,0.2,988.9633708949998,0.1438,0.7372436872922649,3032.405510304265,0.01647799051705447,0.6000000000000002
Paraguay,nonpoor,0.8,10590.209325875,0.14778729999999998,1.1558418084106976,28919.25829480985,0.011143852599197672,0.8000000000000004
Paraguay,poor,0.2,1996.0603964999998,0.02127697,0.37663276635721016,4768.592855497126,0.012372513931045541,0.8000000000000004
Peru,nonpoor,0.8,14395.373913149999,0.1674962,1.2009446217733193,53182.64221137776,0.07222790426791766,0.6000000000000002
Peru,poor,0.2,2776.4662473999997,0.05837516,0.19622151290672293,10653.064766480136,0.0698248856423856,0.6000000000000002
Philippines,nonpoor,0.8,8448.575305392496,0.21633840000000001,1.1811875214298113,30767.45601260223,0.10326919912136914,0.6000000000000002
Philippines,poor,0.2,2388.0341334299997,0.04855937,0.2752499142807544,9147.917359484325,0.10257292951970809,0.6000000000000002
Poland,nonpoor,0.8,29908.668787624996,0.28244400000000003,1.1289579905598843,73614.00397594683,0.018406662829557063,1.0
Poland,poor,0.2,10544.5143495,0.09776094,0.4841680377604624,20593.25875862323,0.01748324144341333,1.0
Portugal,nonpoor,0.8,31608.481540125,0.3085544,1.1474488245183858,168451.31805253297,0.010535672850110261,0.8000000000000004
Portugal,poor,0.2,9079.3923395,0.160451,0.4102047019264566,38514.44700229274,0.011356817652849314,0.8000000000000004
Romania,nonpoor,0.8,24721.797387,0.18426589999999998,1.1084553273609616,94418.98315650084,0.013808123951590194,0.8000000000000004
Romania,poor,0.2,9186.241651999999,0.05571223,0.5661786905561528,25962.622783662664,0.014683835767111197,0.8000000000000004
